Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.054820	-15.054820
1	0.950747	150000	-14.834266	-29.889086
2	0.926679	150000	-14.567613	-44.456700
3	0.902980	150000	-14.401607	-58.858307
4	0.879648	150000	-14.202310	-73.060617
5	0.856682	150000	-13.936037	-86.996654
6	0.834079	150000	-13.743999	-100.740653
7	0.811838	150000	-13.515190	-114.255842
8	0.789957	150000	-13.304285	-127.560127
9	0.768433	150000	-13.096285	-140.656412
10	0.747266	150000	-12.899960	-153.556372
11	0.726452	150000	-12.707551	-166.263923
12	0.705989	150000	-12.520274	-178.784198
13	0.685877	150000	-12.324131	-191.108329
14	0.666112	150000	-12.081196	-203.189525
15	0.646693	150000	-12.056358	-215.245884
16	0.627618	150000	-11.924950	-227.170833
17	0.608884	150000	-11.529814	-238.700648
18	0.590490	150000	-11.274238	-249.974886
19	0.572433	150000	-11.011244	-260.986130
20	0.554712	150000	-10.840844	-271.826973
21	0.537324	150000	-10.900011	-282.726984
22	0.520268	150000	-10.566723	-293.293707
23	0.503540	150000	-10.262218	-303.555925
24	0.487139	150000	-10.274329	-313.830254
25	0.471063	150000	-10.019168	-323.849421
26	0.455310	150000	-10.015787	-333.865208
27	0.439877	150000	-9.645600	-343.510808
28	0.424762	150000	-9.491136	-353.001945
29	0.409963	150000	-9.215014	-362.216959
30	0.395478	150000	-9.106965	-371.323924
31	0.381305	150000	-8.991407	-380.315331
32	0.367440	150000	-8.840682	-389.156013
33	0.353883	150000	-8.675621	-397.831634
34	0.340630	150000	-8.498188	-406.329822
35	0.327680	150000	-8.382804	-414.712626
36	0.315030	150000	-8.102427	-422.815054
37	0.302677	150000	-7.912908	-430.727961
38	0.290619	150000	-7.740540	-438.468502
39	0.278855	150000	-7.450151	-445.918653
40	0.267381	150000	-7.356937	-453.275589
41	0.256195	150000	-7.146021	-460.421610
42	0.245294	150000	-6.945342	-467.366952
43	0.234677	150000	-6.819622	-474.186574
44	0.224340	150000	-6.605003	-480.791577
45	0.214281	150000	-6.469980	-487.261557
46	0.204498	150000	-6.373987	-493.635544
47	0.194988	150000	-6.202212	-499.837757
48	0.185749	150000	-6.178692	-506.016448
49	0.176777	150000	-5.965163	-511.981611
50	0.168070	150000	-5.695057	-517.676669
51	0.159626	150000	-5.575917	-523.252585
52	0.151441	150000	-5.460986	-528.713572
53	0.143514	150000	-5.557773	-534.271345
54	0.135841	150000	-5.339135	-539.610480
55	0.128420	150000	-5.472272	-545.082752
56	0.121247	150000	-4.736061	-549.818812
57	0.114320	150000	-4.635117	-554.453930
58	0.107637	150000	-4.502006	-558.955936
59	0.101193	150000	-4.458399	-563.414335
60	0.094986	150000	-4.298139	-567.712474
61	0.089014	150000	-4.098143	-571.810617
62	0.083273	150000	-4.102445	-575.913062
63	0.077760	150000	-4.032919	-579.945981
64	0.072472	150000	-4.065278	-584.011259
65	0.067406	150000	-3.821173	-587.832432
66	0.062558	150000	-3.519255	-591.351686
67	0.057926	150000	-3.426127	-594.777814
68	0.053506	150000	-3.445073	-598.222887
69	0.049295	150000	-3.196931	-601.419818
70	0.045289	150000	-3.167994	-604.587812
71	0.041485	150000	-3.112486	-607.700298
72	0.037880	150000	-3.013354	-610.713651
73	0.034469	150000	-2.887784	-613.601435
74	0.031250	150000	-2.746261	-616.347696
75	0.028218	150000	-2.683682	-619.031378
76	0.025370	150000	-2.547007	-621.578384
77	0.022702	150000	-2.480635	-624.059019
78	0.020209	150000	-2.340501	-626.399520
79	0.017889	150000	-2.269611	-628.669131
80	0.015736	150000	-2.511430	-631.180561
81	0.013746	150000	-2.936987	-634.117548
82	0.011916	150000	-2.556820	-636.674368
83	0.010240	150000	-2.478557	-639.152926
84	0.008714	150000	-2.215260	-641.368186
85	0.007334	150000	-2.212597	-643.580783
86	0.006093	150000	-1.995660	-645.576444
87	0.004988	150000	-1.824979	-647.401423
88	0.004013	150000	-1.656067	-649.057490
89	0.003162	150000	-1.473136	-650.530626
90	0.002430	150000	-1.309393	-651.840019
91	0.001810	150000	-1.178744	-653.018763
92	0.001296	150000	-0.981454	-654.000216
93	0.000882	150000	-0.799384	-654.799600
94	0.000559	150000	-0.693804	-655.493405
95	0.000320	150000	-0.518962	-656.012367
96	0.000156	150000	-0.447242	-656.459609
97	0.000057	150000	-0.449867	-656.909476
98	0.000010	150000	-0.576010	-657.485486
99	0.000000	150000	-0.125765	-657.611251
Log marginal likelihood:	-657.611251
