Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.209650	-15.209650
1	0.950747	150000	-14.978926	-30.188577
2	0.926679	150000	-14.711756	-44.900332
3	0.902980	150000	-14.499831	-59.400164
4	0.879648	150000	-14.280272	-73.680436
5	0.856682	150000	-14.017330	-87.697766
6	0.834079	150000	-13.793354	-101.491119
7	0.811838	150000	-13.574038	-115.065157
8	0.789957	150000	-13.361351	-128.426508
9	0.768433	150000	-13.207262	-141.633770
10	0.747266	150000	-13.059143	-154.692913
11	0.726452	150000	-12.871511	-167.564424
12	0.705989	150000	-12.440970	-180.005393
13	0.685877	150000	-12.242947	-192.248340
14	0.666112	150000	-12.038046	-204.286386
15	0.646693	150000	-11.843950	-216.130336
16	0.627618	150000	-11.624559	-227.754896
17	0.608884	150000	-11.470802	-239.225698
18	0.590490	150000	-11.417898	-250.643596
19	0.572433	150000	-11.392425	-262.036020
20	0.554712	150000	-11.102927	-273.138947
21	0.537324	150000	-10.913550	-284.052497
22	0.520268	150000	-10.792577	-294.845074
23	0.503540	150000	-10.693413	-305.538487
24	0.487139	150000	-10.449416	-315.987902
25	0.471063	150000	-10.026832	-326.014734
26	0.455310	150000	-9.783673	-335.798407
27	0.439877	150000	-9.696446	-345.494854
28	0.424762	150000	-9.557704	-355.052558
29	0.409963	150000	-9.374322	-364.426880
30	0.395478	150000	-9.306650	-373.733530
31	0.381305	150000	-9.108668	-382.842199
32	0.367440	150000	-8.722807	-391.565006
33	0.353883	150000	-8.587291	-400.152297
34	0.340630	150000	-8.514329	-408.666626
35	0.327680	150000	-8.240228	-416.906853
36	0.315030	150000	-8.016759	-424.923612
37	0.302677	150000	-7.786740	-432.710352
38	0.290619	150000	-7.745461	-440.455813
39	0.278855	150000	-7.466687	-447.922500
40	0.267381	150000	-7.277130	-455.199630
41	0.256195	150000	-7.107931	-462.307562
42	0.245294	150000	-6.919380	-469.226942
43	0.234677	150000	-6.813504	-476.040445
44	0.224340	150000	-6.739873	-482.780318
45	0.214281	150000	-6.524715	-489.305033
46	0.204498	150000	-6.320426	-495.625459
47	0.194988	150000	-6.180877	-501.806336
48	0.185749	150000	-6.228064	-508.034400
49	0.176777	150000	-6.046053	-514.080453
50	0.168070	150000	-5.735871	-519.816324
51	0.159626	150000	-5.598748	-525.415072
52	0.151441	150000	-5.425115	-530.840187
53	0.143514	150000	-5.194706	-536.034892
54	0.135841	150000	-5.076295	-541.111188
55	0.128420	150000	-4.801081	-545.912269
56	0.121247	150000	-4.666032	-550.578301
57	0.114320	150000	-4.594530	-555.172830
58	0.107637	150000	-4.707749	-559.880579
59	0.101193	150000	-4.431365	-564.311943
60	0.094986	150000	-4.290722	-568.602665
61	0.089014	150000	-4.073447	-572.676112
62	0.083273	150000	-3.947529	-576.623641
63	0.077760	150000	-3.873370	-580.497011
64	0.072472	150000	-3.668111	-584.165122
65	0.067406	150000	-3.687737	-587.852859
66	0.062558	150000	-3.853091	-591.705951
67	0.057926	150000	-3.496123	-595.202074
68	0.053506	150000	-3.469097	-598.671171
69	0.049295	150000	-3.379387	-602.050558
70	0.045289	150000	-3.322972	-605.373530
71	0.041485	150000	-3.138114	-608.511644
72	0.037880	150000	-3.031534	-611.543178
73	0.034469	150000	-2.892682	-614.435860
74	0.031250	150000	-2.978812	-617.414672
75	0.028218	150000	-3.291739	-620.706411
76	0.025370	150000	-3.324121	-624.030532
77	0.022702	150000	-3.615515	-627.646047
78	0.020209	150000	-3.427229	-631.073275
79	0.017889	150000	-3.294452	-634.367728
80	0.015736	150000	-3.088602	-637.456330
81	0.013746	150000	-2.968768	-640.425098
82	0.011916	150000	-2.693886	-643.118984
83	0.010240	150000	-2.558262	-645.677246
84	0.008714	150000	-2.405298	-648.082543
85	0.007334	150000	-2.167810	-650.250354
86	0.006093	150000	-1.977268	-652.227621
87	0.004988	150000	-1.796501	-654.024123
88	0.004013	150000	-1.615375	-655.639498
89	0.003162	150000	-1.409347	-657.048845
90	0.002430	150000	-1.266525	-658.315371
91	0.001810	150000	-1.101882	-659.417252
92	0.001296	150000	-0.962769	-660.380021
93	0.000882	150000	-0.805531	-661.185552
94	0.000559	150000	-0.636208	-661.821760
95	0.000320	150000	-0.520772	-662.342532
96	0.000156	150000	-0.412989	-662.755521
97	0.000057	150000	-0.477401	-663.232921
98	0.000010	150000	-0.559099	-663.792021
99	0.000000	150000	-0.167112	-663.959132
Log marginal likelihood:	-663.959132
