Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.942477	-14.942477
1	0.950747	150000	-14.697714	-29.640191
2	0.926679	150000	-14.513482	-44.153672
3	0.902980	150000	-14.257087	-58.410759
4	0.879648	150000	-14.042020	-72.452779
5	0.856682	150000	-13.832203	-86.284982
6	0.834079	150000	-13.650203	-99.935185
7	0.811838	150000	-13.337433	-113.272619
8	0.789957	150000	-13.208183	-126.480802
9	0.768433	150000	-12.994017	-139.474819
10	0.747266	150000	-12.833924	-152.308743
11	0.726452	150000	-12.549421	-164.858164
12	0.705989	150000	-12.404860	-177.263024
13	0.685877	150000	-12.257402	-189.520426
14	0.666112	150000	-11.972513	-201.492939
15	0.646693	150000	-11.748613	-213.241552
16	0.627618	150000	-11.632262	-224.873814
17	0.608884	150000	-11.708088	-236.581902
18	0.590490	150000	-11.434870	-248.016773
19	0.572433	150000	-11.219152	-259.235925
20	0.554712	150000	-11.058104	-270.294029
21	0.537324	150000	-10.919465	-281.213494
22	0.520268	150000	-10.658413	-291.871906
23	0.503540	150000	-10.465534	-302.337440
24	0.487139	150000	-10.339541	-312.676981
25	0.471063	150000	-10.117809	-322.794790
26	0.455310	150000	-9.876959	-332.671749
27	0.439877	150000	-9.699584	-342.371333
28	0.424762	150000	-9.552072	-351.923405
29	0.409963	150000	-9.454720	-361.378125
30	0.395478	150000	-9.107811	-370.485936
31	0.381305	150000	-8.909633	-379.395569
32	0.367440	150000	-8.710832	-388.106401
33	0.353883	150000	-8.583426	-396.689827
34	0.340630	150000	-8.409385	-405.099211
35	0.327680	150000	-8.212104	-413.311315
36	0.315030	150000	-8.005460	-421.316776
37	0.302677	150000	-7.862937	-429.179713
38	0.290619	150000	-7.636792	-436.816505
39	0.278855	150000	-7.527375	-444.343880
40	0.267381	150000	-7.317090	-451.660970
41	0.256195	150000	-7.108841	-458.769811
42	0.245294	150000	-7.044383	-465.814194
43	0.234677	150000	-6.770259	-472.584453
44	0.224340	150000	-6.638659	-479.223112
45	0.214281	150000	-6.545072	-485.768183
46	0.204498	150000	-6.273499	-492.041683
47	0.194988	150000	-6.098280	-498.139962
48	0.185749	150000	-6.006949	-504.146911
49	0.176777	150000	-5.923174	-510.070085
50	0.168070	150000	-5.753492	-515.823577
51	0.159626	150000	-5.471449	-521.295026
52	0.151441	150000	-5.323656	-526.618682
53	0.143514	150000	-5.204067	-531.822749
54	0.135841	150000	-5.066906	-536.889655
55	0.128420	150000	-4.967679	-541.857334
56	0.121247	150000	-4.734299	-546.591633
57	0.114320	150000	-4.609490	-551.201123
58	0.107637	150000	-4.651084	-555.852207
59	0.101193	150000	-4.383516	-560.235723
60	0.094986	150000	-4.279217	-564.514939
61	0.089014	150000	-4.118126	-568.633065
62	0.083273	150000	-3.897610	-572.530675
63	0.077760	150000	-4.016875	-576.547550
64	0.072472	150000	-4.111886	-580.659436
65	0.067406	150000	-3.690300	-584.349736
66	0.062558	150000	-3.558818	-587.908554
67	0.057926	150000	-3.573219	-591.481772
68	0.053506	150000	-3.435115	-594.916887
69	0.049295	150000	-3.292770	-598.209657
70	0.045289	150000	-3.123096	-601.332753
71	0.041485	150000	-2.994738	-604.327491
72	0.037880	150000	-2.904130	-607.231621
73	0.034469	150000	-2.755864	-609.987485
74	0.031250	150000	-2.637630	-612.625115
75	0.028218	150000	-2.479992	-615.105107
76	0.025370	150000	-2.413087	-617.518193
77	0.022702	150000	-2.384802	-619.902995
78	0.020209	150000	-2.447678	-622.350673
79	0.017889	150000	-2.291765	-624.642438
80	0.015736	150000	-2.705630	-627.348068
81	0.013746	150000	-2.034720	-629.382788
82	0.011916	150000	-2.656400	-632.039189
83	0.010240	150000	-2.552799	-634.591988
84	0.008714	150000	-2.306998	-636.898986
85	0.007334	150000	-2.193110	-639.092096
86	0.006093	150000	-1.957036	-641.049132
87	0.004988	150000	-1.775019	-642.824151
88	0.004013	150000	-1.586662	-644.410813
89	0.003162	150000	-1.422481	-645.833294
90	0.002430	150000	-1.287805	-647.121099
91	0.001810	150000	-1.135969	-648.257068
92	0.001296	150000	-0.977180	-649.234247
93	0.000882	150000	-0.809475	-650.043722
94	0.000559	150000	-0.650922	-650.694644
95	0.000320	150000	-0.539380	-651.234024
96	0.000156	150000	-0.418350	-651.652373
97	0.000057	150000	-0.454230	-652.106603
98	0.000010	150000	-0.519258	-652.625861
99	0.000000	150000	-0.158792	-652.784653
Log marginal likelihood:	-652.784653
