Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.185582	-15.185582
1	0.950747	150000	-14.880470	-30.066052
2	0.926679	150000	-14.452835	-44.518887
3	0.902980	150000	-14.083309	-58.602196
4	0.879648	150000	-13.906908	-72.509103
5	0.856682	150000	-13.852430	-86.361534
6	0.834079	150000	-13.726672	-100.088205
7	0.811838	150000	-13.294167	-113.382372
8	0.789957	150000	-13.280309	-126.662681
9	0.768433	150000	-13.049847	-139.712528
10	0.747266	150000	-12.649429	-152.361956
11	0.726452	150000	-12.550250	-164.912206
12	0.705989	150000	-12.268502	-177.180708
13	0.685877	150000	-12.179842	-189.360550
14	0.666112	150000	-11.931013	-201.291563
15	0.646693	150000	-11.724573	-213.016136
16	0.627618	150000	-11.687054	-224.703190
17	0.608884	150000	-11.331223	-236.034413
18	0.590490	150000	-11.280556	-247.314969
19	0.572433	150000	-11.117413	-258.432383
20	0.554712	150000	-10.806669	-269.239051
21	0.537324	150000	-10.722913	-279.961964
22	0.520268	150000	-10.540918	-290.502882
23	0.503540	150000	-10.288840	-300.791722
24	0.487139	150000	-10.118440	-310.910162
25	0.471063	150000	-10.038199	-320.948361
26	0.455310	150000	-9.871650	-330.820011
27	0.439877	150000	-9.683519	-340.503530
28	0.424762	150000	-9.518863	-350.022393
29	0.409963	150000	-9.256096	-359.278490
30	0.395478	150000	-9.122153	-368.400642
31	0.381305	150000	-8.968239	-377.368881
32	0.367440	150000	-8.827071	-386.195952
33	0.353883	150000	-8.616441	-394.812393
34	0.340630	150000	-8.448348	-403.260741
35	0.327680	150000	-8.212939	-411.473680
36	0.315030	150000	-8.055441	-419.529121
37	0.302677	150000	-7.833934	-427.363055
38	0.290619	150000	-7.705436	-435.068491
39	0.278855	150000	-7.469445	-442.537936
40	0.267381	150000	-7.331153	-449.869090
41	0.256195	150000	-7.156122	-457.025211
42	0.245294	150000	-6.947652	-463.972863
43	0.234677	150000	-6.713569	-470.686432
44	0.224340	150000	-6.663354	-477.349786
45	0.214281	150000	-6.503838	-483.853624
46	0.204498	150000	-6.344620	-490.198244
47	0.194988	150000	-6.343080	-496.541324
48	0.185749	150000	-6.253498	-502.794822
49	0.176777	150000	-5.984128	-508.778950
50	0.168070	150000	-5.894318	-514.673267
51	0.159626	150000	-5.861931	-520.535198
52	0.151441	150000	-5.391970	-525.927169
53	0.143514	150000	-5.239589	-531.166758
54	0.135841	150000	-4.980210	-536.146968
55	0.128420	150000	-4.984695	-541.131662
56	0.121247	150000	-4.803870	-545.935532
57	0.114320	150000	-4.606781	-550.542313
58	0.107637	150000	-4.603104	-555.145417
59	0.101193	150000	-4.836289	-559.981706
60	0.094986	150000	-4.456684	-564.438389
61	0.089014	150000	-4.346460	-568.784850
62	0.083273	150000	-4.190524	-572.975374
63	0.077760	150000	-3.916865	-576.892239
64	0.072472	150000	-4.076997	-580.969236
65	0.067406	150000	-3.927587	-584.896823
66	0.062558	150000	-4.015582	-588.912405
67	0.057926	150000	-3.965115	-592.877519
68	0.053506	150000	-3.828694	-596.706213
69	0.049295	150000	-3.408369	-600.114582
70	0.045289	150000	-3.167224	-603.281807
71	0.041485	150000	-3.346472	-606.628279
72	0.037880	150000	-3.162618	-609.790896
73	0.034469	150000	-2.993242	-612.784138
74	0.031250	150000	-2.743055	-615.527193
75	0.028218	150000	-2.513463	-618.040657
76	0.025370	150000	-2.376489	-620.417146
77	0.022702	150000	-2.238924	-622.656070
78	0.020209	150000	-3.334792	-625.990862
79	0.017889	150000	-2.838898	-628.829760
80	0.015736	150000	-3.081729	-631.911489
81	0.013746	150000	-2.872974	-634.784463
82	0.011916	150000	-2.719802	-637.504265
83	0.010240	150000	-2.490719	-639.994984
84	0.008714	150000	-2.320920	-642.315904
85	0.007334	150000	-2.128741	-644.444645
86	0.006093	150000	-1.952978	-646.397622
87	0.004988	150000	-1.774811	-648.172433
88	0.004013	150000	-1.575833	-649.748266
89	0.003162	150000	-1.430598	-651.178864
90	0.002430	150000	-1.280352	-652.459216
91	0.001810	150000	-1.093401	-653.552617
92	0.001296	150000	-0.940616	-654.493233
93	0.000882	150000	-0.793910	-655.287143
94	0.000559	150000	-0.617723	-655.904865
95	0.000320	150000	-0.491372	-656.396237
96	0.000156	150000	-0.405741	-656.801978
97	0.000057	150000	-0.419235	-657.221212
98	0.000010	150000	-0.474871	-657.696084
99	0.000000	150000	-0.132884	-657.828967
Log marginal likelihood:	-657.828967
