Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.904872	-15.904872
1	0.950747	150000	-15.676521	-31.581393
2	0.926679	150000	-15.445511	-47.026904
3	0.902980	150000	-15.233334	-62.260239
4	0.879648	150000	-14.980570	-77.240809
5	0.856682	150000	-14.841613	-92.082422
6	0.834079	150000	-14.642892	-106.725313
7	0.811838	150000	-14.361044	-121.086357
8	0.789957	150000	-14.131052	-135.217409
9	0.768433	150000	-13.849447	-149.066856
10	0.747266	150000	-13.638673	-162.705528
11	0.726452	150000	-13.363694	-176.069222
12	0.705989	150000	-13.229638	-189.298860
13	0.685877	150000	-13.079224	-202.378085
14	0.666112	150000	-12.820430	-215.198515
15	0.646693	150000	-12.605236	-227.803750
16	0.627618	150000	-12.369607	-240.173357
17	0.608884	150000	-12.036245	-252.209603
18	0.590490	150000	-11.886959	-264.096562
19	0.572433	150000	-11.752604	-275.849166
20	0.554712	150000	-11.562752	-287.411917
21	0.537324	150000	-11.329837	-298.741754
22	0.520268	150000	-11.102889	-309.844643
23	0.503540	150000	-10.871134	-320.715776
24	0.487139	150000	-10.685661	-331.401438
25	0.471063	150000	-10.445761	-341.847198
26	0.455310	150000	-10.225302	-352.072500
27	0.439877	150000	-10.039955	-362.112455
28	0.424762	150000	-9.835591	-371.948047
29	0.409963	150000	-9.650741	-381.598788
30	0.395478	150000	-9.435557	-391.034345
31	0.381305	150000	-9.232662	-400.267007
32	0.367440	150000	-9.029142	-409.296149
33	0.353883	150000	-8.822345	-418.118495
34	0.340630	150000	-8.639240	-426.757735
35	0.327680	150000	-8.383525	-435.141260
36	0.315030	150000	-8.152117	-443.293377
37	0.302677	150000	-7.996446	-451.289823
38	0.290619	150000	-7.785777	-459.075600
39	0.278855	150000	-7.633281	-466.708881
40	0.267381	150000	-7.440592	-474.149473
41	0.256195	150000	-7.233157	-481.382630
42	0.245294	150000	-7.038188	-488.420818
43	0.234677	150000	-6.864947	-495.285765
44	0.224340	150000	-6.748318	-502.034083
45	0.214281	150000	-6.521296	-508.555378
46	0.204498	150000	-6.273696	-514.829074
47	0.194988	150000	-6.105994	-520.935069
48	0.185749	150000	-5.965654	-526.900722
49	0.176777	150000	-5.831899	-532.732621
50	0.168070	150000	-5.632145	-538.364766
51	0.159626	150000	-5.512652	-543.877418
52	0.151441	150000	-5.306176	-549.183593
53	0.143514	150000	-5.139890	-554.323483
54	0.135841	150000	-5.005546	-559.329029
55	0.128420	150000	-4.855512	-564.184541
56	0.121247	150000	-4.740805	-568.925346
57	0.114320	150000	-4.637691	-573.563037
58	0.107637	150000	-4.460915	-578.023952
59	0.101193	150000	-4.353637	-582.377588
60	0.094986	150000	-4.368666	-586.746254
61	0.089014	150000	-4.071895	-590.818149
62	0.083273	150000	-3.999202	-594.817351
63	0.077760	150000	-3.779906	-598.597258
64	0.072472	150000	-3.672090	-602.269348
65	0.067406	150000	-3.676949	-605.946297
66	0.062558	150000	-3.488727	-609.435024
67	0.057926	150000	-3.334036	-612.769060
68	0.053506	150000	-3.441861	-616.210921
69	0.049295	150000	-3.379329	-619.590250
70	0.045289	150000	-3.287557	-622.877807
71	0.041485	150000	-3.235655	-626.113462
72	0.037880	150000	-3.220103	-629.333565
73	0.034469	150000	-2.930910	-632.264475
74	0.031250	150000	-2.668120	-634.932596
75	0.028218	150000	-2.540130	-637.472726
76	0.025370	150000	-3.094426	-640.567152
77	0.022702	150000	-3.540504	-644.107656
78	0.020209	150000	-3.442887	-647.550543
79	0.017889	150000	-3.222865	-650.773408
80	0.015736	150000	-3.128976	-653.902384
81	0.013746	150000	-2.885708	-656.788092
82	0.011916	150000	-2.729380	-659.517473
83	0.010240	150000	-2.546092	-662.063564
84	0.008714	150000	-2.344771	-664.408336
85	0.007334	150000	-2.158406	-666.566741
86	0.006093	150000	-1.947810	-668.514551
87	0.004988	150000	-1.780998	-670.295549
88	0.004013	150000	-1.600334	-671.895884
89	0.003162	150000	-1.438222	-673.334106
90	0.002430	150000	-1.247949	-674.582055
91	0.001810	150000	-1.100849	-675.682904
92	0.001296	150000	-0.932293	-676.615197
93	0.000882	150000	-0.826852	-677.442049
94	0.000559	150000	-0.624661	-678.066711
95	0.000320	150000	-0.497180	-678.563891
96	0.000156	150000	-0.392465	-678.956356
97	0.000057	150000	-0.410634	-679.366990
98	0.000010	150000	-0.393390	-679.760379
99	0.000000	150000	-0.151241	-679.911621
Log marginal likelihood:	-679.911621
