Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.902048	-14.902048
1	0.950747	150000	-14.602990	-29.505038
2	0.926679	150000	-14.376810	-43.881848
3	0.902980	150000	-14.233345	-58.115193
4	0.879648	150000	-14.291902	-72.407095
5	0.856682	150000	-13.961491	-86.368587
6	0.834079	150000	-13.743420	-100.112006
7	0.811838	150000	-13.515643	-113.627650
8	0.789957	150000	-13.283801	-126.911450
9	0.768433	150000	-13.110105	-140.021556
10	0.747266	150000	-13.007438	-153.028994
11	0.726452	150000	-12.761255	-165.790248
12	0.705989	150000	-12.415792	-178.206041
13	0.685877	150000	-12.433580	-190.639621
14	0.666112	150000	-12.176601	-202.816222
15	0.646693	150000	-11.884149	-214.700371
16	0.627618	150000	-11.814391	-226.514762
17	0.608884	150000	-11.617343	-238.132105
18	0.590490	150000	-11.341314	-249.473419
19	0.572433	150000	-11.281407	-260.754826
20	0.554712	150000	-11.079232	-271.834058
21	0.537324	150000	-10.877941	-282.711999
22	0.520268	150000	-10.635971	-293.347971
23	0.503540	150000	-10.556145	-303.904115
24	0.487139	150000	-10.303637	-314.207752
25	0.471063	150000	-10.073926	-324.281678
26	0.455310	150000	-9.965210	-334.246889
27	0.439877	150000	-9.722896	-343.969784
28	0.424762	150000	-9.588517	-353.558302
