Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.929520	-14.929520
1	0.950747	150000	-14.700950	-29.630470
2	0.926679	150000	-14.479922	-44.110392
3	0.902980	150000	-14.261921	-58.372313
4	0.879648	150000	-14.040783	-72.413096
5	0.856682	150000	-13.854701	-86.267797
6	0.834079	150000	-13.717087	-99.984885
7	0.811838	150000	-13.392469	-113.377353
8	0.789957	150000	-13.340441	-126.717794
9	0.768433	150000	-13.186390	-139.904184
10	0.747266	150000	-13.044975	-152.949159
11	0.726452	150000	-12.795001	-165.744160
12	0.705989	150000	-12.417602	-178.161763
13	0.685877	150000	-12.164365	-190.326128
14	0.666112	150000	-12.013652	-202.339780
15	0.646693	150000	-11.829880	-214.169660
16	0.627618	150000	-11.575113	-225.744773
17	0.608884	150000	-11.361053	-237.105826
18	0.590490	150000	-11.283075	-248.388900
19	0.572433	150000	-10.969520	-259.358420
20	0.554712	150000	-10.739663	-270.098082
21	0.537324	150000	-10.544647	-280.642729
22	0.520268	150000	-10.436077	-291.078806
23	0.503540	150000	-10.176238	-301.255045
24	0.487139	150000	-10.055427	-311.310471
25	0.471063	150000	-10.119995	-321.430466
26	0.455310	150000	-9.674990	-331.105456
27	0.439877	150000	-9.463257	-340.568713
28	0.424762	150000	-9.426073	-349.994786
29	0.409963	150000	-9.393841	-359.388627
30	0.395478	150000	-9.183835	-368.572463
31	0.381305	150000	-9.038529	-377.610992
32	0.367440	150000	-8.806224	-386.417216
33	0.353883	150000	-8.582598	-394.999814
34	0.340630	150000	-8.348741	-403.348555
35	0.327680	150000	-8.513901	-411.862456
36	0.315030	150000	-8.109536	-419.971991
37	0.302677	150000	-7.906745	-427.878737
38	0.290619	150000	-7.793306	-435.672043
39	0.278855	150000	-7.440692	-443.112735
40	0.267381	150000	-7.250503	-450.363237
41	0.256195	150000	-7.125454	-457.488691
42	0.245294	150000	-7.041347	-464.530038
43	0.234677	150000	-6.746403	-471.276441
44	0.224340	150000	-6.618728	-477.895169
45	0.214281	150000	-6.428639	-484.323808
46	0.204498	150000	-6.233278	-490.557086
47	0.194988	150000	-6.129647	-496.686734
48	0.185749	150000	-5.865461	-502.552195
49	0.176777	150000	-5.822440	-508.374634
50	0.168070	150000	-5.688771	-514.063405
51	0.159626	150000	-5.423515	-519.486920
52	0.151441	150000	-5.374733	-524.861653
53	0.143514	150000	-5.301118	-530.162772
54	0.135841	150000	-5.060321	-535.223093
55	0.128420	150000	-4.969967	-540.193060
56	0.121247	150000	-4.798402	-544.991462
57	0.114320	150000	-4.706592	-549.698054
58	0.107637	150000	-4.575073	-554.273127
59	0.101193	150000	-4.297983	-558.571110
60	0.094986	150000	-4.576551	-563.147661
61	0.089014	150000	-4.319463	-567.467123
62	0.083273	150000	-4.133246	-571.600369
63	0.077760	150000	-4.009063	-575.609432
64	0.072472	150000	-3.899084	-579.508516
65	0.067406	150000	-3.820483	-583.328999
66	0.062558	150000	-3.773543	-587.102542
67	0.057926	150000	-3.519275	-590.621817
68	0.053506	150000	-3.400316	-594.022133
69	0.049295	150000	-3.233564	-597.255697
70	0.045289	150000	-3.121290	-600.376987
71	0.041485	150000	-2.968905	-603.345892
72	0.037880	150000	-2.839507	-606.185399
73	0.034469	150000	-2.761389	-608.946788
74	0.031250	150000	-2.601212	-611.548000
75	0.028218	150000	-2.629509	-614.177509
76	0.025370	150000	-2.715839	-616.893348
77	0.022702	150000	-2.777572	-619.670919
78	0.020209	150000	-3.134301	-622.805221
79	0.017889	150000	-3.259241	-626.064462
80	0.015736	150000	-3.034094	-629.098556
81	0.013746	150000	-2.881744	-631.980300
82	0.011916	150000	-2.678458	-634.658758
83	0.010240	150000	-2.520684	-637.179442
84	0.008714	150000	-2.371502	-639.550945
85	0.007334	150000	-2.213668	-641.764613
86	0.006093	150000	-2.000194	-643.764807
87	0.004988	150000	-1.816133	-645.580940
88	0.004013	150000	-1.624396	-647.205336
89	0.003162	150000	-1.458926	-648.664262
90	0.002430	150000	-1.256943	-649.921205
91	0.001810	150000	-1.122468	-651.043673
92	0.001296	150000	-0.958378	-652.002051
93	0.000882	150000	-0.775583	-652.777634
94	0.000559	150000	-0.662738	-653.440373
95	0.000320	150000	-0.502332	-653.942705
96	0.000156	150000	-0.412174	-654.354878
97	0.000057	150000	-0.463427	-654.818306
98	0.000010	150000	-0.549741	-655.368046
99	0.000000	150000	-0.144669	-655.512716
Log marginal likelihood:	-655.512716
