Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.679417	-14.679417
1	0.950747	150000	-14.463408	-29.142825
2	0.926679	150000	-14.240117	-43.382942
3	0.902980	150000	-14.056556	-57.439499
4	0.879648	150000	-13.781828	-71.221327
5	0.856682	150000	-13.591250	-84.812576
6	0.834079	150000	-13.369897	-98.182473
7	0.811838	150000	-13.215338	-111.397811
8	0.789957	150000	-13.043179	-124.440990
9	0.768433	150000	-12.754214	-137.195204
10	0.747266	150000	-12.513658	-149.708862
11	0.726452	150000	-12.270065	-161.978927
12	0.705989	150000	-12.177409	-174.156337
13	0.685877	150000	-12.014585	-186.170922
14	0.666112	150000	-11.999051	-198.169973
15	0.646693	150000	-11.673071	-209.843044
16	0.627618	150000	-11.580464	-221.423508
17	0.608884	150000	-11.365141	-232.788649
18	0.590490	150000	-11.201892	-243.990541
19	0.572433	150000	-11.024938	-255.015479
20	0.554712	150000	-10.700751	-265.716230
21	0.537324	150000	-10.471952	-276.188182
22	0.520268	150000	-10.158603	-286.346785
23	0.503540	150000	-10.019343	-296.366128
24	0.487139	150000	-9.883208	-306.249336
25	0.471063	150000	-9.792316	-316.041651
26	0.455310	150000	-9.648709	-325.690361
27	0.439877	150000	-9.461486	-335.151847
28	0.424762	150000	-9.282427	-344.434274
29	0.409963	150000	-9.054363	-353.488636
30	0.395478	150000	-8.942353	-362.430989
31	0.381305	150000	-8.754074	-371.185063
32	0.367440	150000	-8.496067	-379.681130
33	0.353883	150000	-8.306165	-387.987295
34	0.340630	150000	-8.262579	-396.249874
35	0.327680	150000	-8.024098	-404.273973
36	0.315030	150000	-7.863735	-412.137708
37	0.302677	150000	-7.684054	-419.821762
38	0.290619	150000	-7.485927	-427.307689
39	0.278855	150000	-7.333348	-434.641036
40	0.267381	150000	-7.146301	-441.787338
41	0.256195	150000	-6.919430	-448.706767
42	0.245294	150000	-6.863884	-455.570651
43	0.234677	150000	-6.697865	-462.268516
44	0.224340	150000	-6.512810	-468.781326
45	0.214281	150000	-6.410584	-475.191909
46	0.204498	150000	-6.199195	-481.391104
47	0.194988	150000	-6.056009	-487.447113
48	0.185749	150000	-5.926288	-493.373402
49	0.176777	150000	-5.770607	-499.144008
50	0.168070	150000	-5.544859	-504.688867
51	0.159626	150000	-5.398148	-510.087016
52	0.151441	150000	-5.248577	-515.335593
53	0.143514	150000	-5.223988	-520.559581
54	0.135841	150000	-5.287627	-525.847208
55	0.128420	150000	-5.084920	-530.932128
56	0.121247	150000	-4.772153	-535.704281
57	0.114320	150000	-4.728145	-540.432426
58	0.107637	150000	-4.482224	-544.914650
59	0.101193	150000	-4.399697	-549.314347
60	0.094986	150000	-4.279192	-553.593539
61	0.089014	150000	-4.386344	-557.979883
62	0.083273	150000	-4.119485	-562.099368
63	0.077760	150000	-4.060384	-566.159752
64	0.072472	150000	-3.906352	-570.066104
65	0.067406	150000	-3.777472	-573.843576
66	0.062558	150000	-3.618829	-577.462405
67	0.057926	150000	-3.453911	-580.916316
68	0.053506	150000	-3.329412	-584.245729
69	0.049295	150000	-3.204868	-587.450597
70	0.045289	150000	-3.059942	-590.510539
71	0.041485	150000	-2.907403	-593.417942
72	0.037880	150000	-2.756379	-596.174321
73	0.034469	150000	-2.630999	-598.805320
74	0.031250	150000	-2.487837	-601.293157
75	0.028218	150000	-2.376023	-603.669180
76	0.025370	150000	-2.277930	-605.947110
77	0.022702	150000	-2.156370	-608.103480
78	0.020209	150000	-2.068299	-610.171779
79	0.017889	150000	-1.898189	-612.069968
80	0.015736	150000	-1.824803	-613.894771
81	0.013746	150000	-1.727561	-615.622331
82	0.011916	150000	-1.609573	-617.231904
83	0.010240	150000	-1.551315	-618.783219
84	0.008714	150000	-1.425031	-620.208250
85	0.007334	150000	-1.389775	-621.598026
86	0.006093	150000	-1.254534	-622.852559
87	0.004988	150000	-1.205188	-624.057747
88	0.004013	150000	-1.166078	-625.223825
89	0.003162	150000	-1.052367	-626.276191
90	0.002430	150000	-1.011358	-627.287549
91	0.001810	150000	-0.869984	-628.157533
92	0.001296	150000	-0.703528	-628.861061
93	0.000882	150000	-0.638883	-629.499944
94	0.000559	150000	-0.543548	-630.043492
95	0.000320	150000	-0.444869	-630.488362
96	0.000156	150000	-0.324321	-630.812682
97	0.000057	150000	-0.208237	-631.020919
98	0.000010	150000	-0.103215	-631.124134
99	0.000000	150000	-0.023967	-631.148102
Log marginal likelihood:	-631.148102
