Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.516641	-14.516641
1	0.950747	150000	-14.474311	-28.990952
2	0.926679	150000	-14.236315	-43.227267
3	0.902980	150000	-13.976439	-57.203706
4	0.879648	150000	-13.817974	-71.021680
5	0.856682	150000	-13.577150	-84.598830
6	0.834079	150000	-13.480352	-98.079182
7	0.811838	150000	-13.522117	-111.601300
8	0.789957	150000	-13.348262	-124.949562
9	0.768433	150000	-12.911431	-137.860993
10	0.747266	150000	-12.908640	-150.769633
11	0.726452	150000	-12.754688	-163.524322
12	0.705989	150000	-12.486480	-176.010802
13	0.685877	150000	-12.400563	-188.411365
14	0.666112	150000	-12.124031	-200.535396
15	0.646693	150000	-11.954789	-212.490185
16	0.627618	150000	-11.775911	-224.266096
17	0.608884	150000	-11.576116	-235.842212
18	0.590490	150000	-11.333562	-247.175774
19	0.572433	150000	-11.157957	-258.333730
20	0.554712	150000	-10.959951	-269.293681
21	0.537324	150000	-10.735735	-280.029416
22	0.520268	150000	-10.549856	-290.579272
23	0.503540	150000	-10.363971	-300.943243
24	0.487139	150000	-10.173153	-311.116397
25	0.471063	150000	-9.962434	-321.078831
26	0.455310	150000	-9.786351	-330.865182
27	0.439877	150000	-9.616349	-340.481531
28	0.424762	150000	-9.402938	-349.884469
29	0.409963	150000	-9.238173	-359.122642
30	0.395478	150000	-9.017030	-368.139673
31	0.381305	150000	-8.811901	-376.951574
32	0.367440	150000	-8.638039	-385.589613
33	0.353883	150000	-8.451167	-394.040780
34	0.340630	150000	-8.266983	-402.307763
35	0.327680	150000	-8.083644	-410.391407
36	0.315030	150000	-7.885976	-418.277383
37	0.302677	150000	-7.734608	-426.011991
38	0.290619	150000	-7.555277	-433.567269
39	0.278855	150000	-7.386418	-440.953687
40	0.267381	150000	-7.212442	-448.166129
41	0.256195	150000	-7.083491	-455.249620
42	0.245294	150000	-6.860530	-462.110150
43	0.234677	150000	-6.720494	-468.830644
44	0.224340	150000	-6.531953	-475.362597
45	0.214281	150000	-6.410081	-481.772678
46	0.204498	150000	-6.208472	-487.981150
47	0.194988	150000	-6.054883	-494.036032
48	0.185749	150000	-5.957640	-499.993672
49	0.176777	150000	-5.712403	-505.706075
50	0.168070	150000	-5.611250	-511.317326
51	0.159626	150000	-5.460345	-516.777671
52	0.151441	150000	-5.291384	-522.069054
53	0.143514	150000	-5.093197	-527.162251
54	0.135841	150000	-5.050748	-532.212999
55	0.128420	150000	-4.971413	-537.184412
56	0.121247	150000	-4.796877	-541.981289
57	0.114320	150000	-4.660723	-546.642013
58	0.107637	150000	-4.547645	-551.189658
59	0.101193	150000	-4.335491	-555.525149
60	0.094986	150000	-4.341950	-559.867099
61	0.089014	150000	-4.141485	-564.008584
62	0.083273	150000	-4.125270	-568.133854
63	0.077760	150000	-4.072239	-572.206093
64	0.072472	150000	-3.957423	-576.163516
65	0.067406	150000	-3.652665	-579.816181
66	0.062558	150000	-3.645114	-583.461295
67	0.057926	150000	-3.577518	-587.038812
68	0.053506	150000	-3.423596	-590.462408
69	0.049295	150000	-3.297272	-593.759680
70	0.045289	150000	-3.185217	-596.944897
71	0.041485	150000	-3.051737	-599.996634
72	0.037880	150000	-2.898724	-602.895358
73	0.034469	150000	-2.790447	-605.685804
74	0.031250	150000	-2.638833	-608.324638
75	0.028218	150000	-2.475013	-610.799651
76	0.025370	150000	-2.367834	-613.167485
77	0.022702	150000	-2.254100	-615.421585
78	0.020209	150000	-2.137697	-617.559282
79	0.017889	150000	-2.017550	-619.576832
80	0.015736	150000	-1.890906	-621.467738
81	0.013746	150000	-1.839916	-623.307654
82	0.011916	150000	-1.728275	-625.035930
83	0.010240	150000	-1.627586	-626.663516
84	0.008714	150000	-1.551414	-628.214930
85	0.007334	150000	-1.494104	-629.709033
86	0.006093	150000	-1.438553	-631.147587
87	0.004988	150000	-1.266546	-632.414133
88	0.004013	150000	-1.190403	-633.604536
89	0.003162	150000	-1.125136	-634.729672
90	0.002430	150000	-1.017202	-635.746874
91	0.001810	150000	-0.910256	-636.657130
92	0.001296	150000	-0.748411	-637.405541
93	0.000882	150000	-0.709974	-638.115515
94	0.000559	150000	-0.546573	-638.662087
95	0.000320	150000	-0.451345	-639.113432
96	0.000156	150000	-0.315771	-639.429204
97	0.000057	150000	-0.211423	-639.640626
98	0.000010	150000	-0.096089	-639.736715
99	0.000000	150000	-0.021840	-639.758555
Log marginal likelihood:	-639.758555
