Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.928436	-14.928436
1	0.950747	150000	-14.736597	-29.665033
2	0.926679	150000	-14.520936	-44.185969
3	0.902980	150000	-14.347585	-58.533553
4	0.879648	150000	-14.083801	-72.617354
5	0.856682	150000	-13.909853	-86.527207
6	0.834079	150000	-13.622852	-100.150059
7	0.811838	150000	-13.461299	-113.611359
8	0.789957	150000	-13.245487	-126.856846
9	0.768433	150000	-13.020223	-139.877069
10	0.747266	150000	-12.795232	-152.672301
11	0.726452	150000	-12.575726	-165.248027
12	0.705989	150000	-12.458219	-177.706246
13	0.685877	150000	-12.258016	-189.964262
14	0.666112	150000	-11.952752	-201.917014
15	0.646693	150000	-11.797858	-213.714872
16	0.627618	150000	-11.645187	-225.360059
17	0.608884	150000	-11.414812	-236.774872
18	0.590490	150000	-11.294471	-248.069343
19	0.572433	150000	-11.240662	-259.310004
20	0.554712	150000	-11.093473	-270.403477
21	0.537324	150000	-10.863442	-281.266919
22	0.520268	150000	-10.708910	-291.975830
23	0.503540	150000	-10.477306	-302.453135
24	0.487139	150000	-10.300345	-312.753480
25	0.471063	150000	-10.069970	-322.823450
26	0.455310	150000	-9.888956	-332.712406
27	0.439877	150000	-9.710894	-342.423300
28	0.424762	150000	-9.507176	-351.930477
29	0.409963	150000	-9.279659	-361.210135
30	0.395478	150000	-9.324610	-370.534745
31	0.381305	150000	-8.956665	-379.491410
32	0.367440	150000	-8.770838	-388.262248
33	0.353883	150000	-8.622592	-396.884840
34	0.340630	150000	-8.378301	-405.263141
35	0.327680	150000	-8.176767	-413.439909
36	0.315030	150000	-8.147656	-421.587564
37	0.302677	150000	-7.851437	-429.439001
38	0.290619	150000	-7.644845	-437.083846
39	0.278855	150000	-7.552593	-444.636439
40	0.267381	150000	-7.303954	-451.940393
41	0.256195	150000	-7.190301	-459.130695
42	0.245294	150000	-6.973160	-466.103854
43	0.234677	150000	-6.795961	-472.899815
44	0.224340	150000	-6.642091	-479.541906
45	0.214281	150000	-6.437857	-485.979763
46	0.204498	150000	-6.293449	-492.273212
47	0.194988	150000	-6.114298	-498.387510
48	0.185749	150000	-6.005944	-504.393454
49	0.176777	150000	-5.840132	-510.233586
50	0.168070	150000	-5.732062	-515.965647
51	0.159626	150000	-5.529490	-521.495137
52	0.151441	150000	-5.341354	-526.836491
53	0.143514	150000	-5.274397	-532.110888
54	0.135841	150000	-5.321927	-537.432815
55	0.128420	150000	-4.881499	-542.314314
56	0.121247	150000	-4.987738	-547.302052
57	0.114320	150000	-4.849792	-552.151844
58	0.107637	150000	-4.665471	-556.817314
59	0.101193	150000	-4.449537	-561.266852
60	0.094986	150000	-4.180687	-565.447539
61	0.089014	150000	-4.283579	-569.731118
62	0.083273	150000	-4.393516	-574.124634
63	0.077760	150000	-4.258210	-578.382844
64	0.072472	150000	-4.139057	-582.521901
65	0.067406	150000	-3.971853	-586.493755
66	0.062558	150000	-3.803685	-590.297439
67	0.057926	150000	-3.661399	-593.958839
68	0.053506	150000	-3.561166	-597.520005
69	0.049295	150000	-3.302901	-600.822906
70	0.045289	150000	-3.225017	-604.047923
71	0.041485	150000	-3.121083	-607.169006
72	0.037880	150000	-3.002842	-610.171848
73	0.034469	150000	-2.894604	-613.066452
74	0.031250	150000	-2.739703	-615.806156
75	0.028218	150000	-2.653952	-618.460108
76	0.025370	150000	-2.531972	-620.992080
77	0.022702	150000	-2.482668	-623.474748
78	0.020209	150000	-2.321897	-625.796645
79	0.017889	150000	-2.428600	-628.225245
80	0.015736	150000	-2.456985	-630.682230
81	0.013746	150000	-2.713130	-633.395360
82	0.011916	150000	-2.496586	-635.891945
83	0.010240	150000	-2.447759	-638.339704
84	0.008714	150000	-2.306116	-640.645820
85	0.007334	150000	-2.090873	-642.736693
86	0.006093	150000	-1.939446	-644.676139
87	0.004988	150000	-1.742268	-646.418407
88	0.004013	150000	-1.592322	-648.010729
89	0.003162	150000	-1.426783	-649.437511
90	0.002430	150000	-1.259336	-650.696847
91	0.001810	150000	-1.114492	-651.811339
92	0.001296	150000	-0.950927	-652.762266
93	0.000882	150000	-0.782848	-653.545114
94	0.000559	150000	-0.646869	-654.191983
95	0.000320	150000	-0.506653	-654.698635
96	0.000156	150000	-0.447227	-655.145862
97	0.000057	150000	-0.476458	-655.622320
98	0.000010	150000	-0.420580	-656.042900
99	0.000000	150000	-0.157606	-656.200507
Log marginal likelihood:	-656.200507
