Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.967391	-15.967391
1	0.950747	7500	-15.767914	-31.735305
2	0.926679	7500	-15.485952	-47.221257
3	0.902980	7500	-15.247120	-62.468376
4	0.879648	7500	-15.030189	-77.498566
5	0.856682	7500	-14.763427	-92.261992
6	0.834079	7500	-14.565756	-106.827748
7	0.811838	7500	-14.299455	-121.127203
8	0.789957	7500	-14.045867	-135.173071
9	0.768433	7500	-13.841872	-149.014942
10	0.747266	7500	-13.619526	-162.634469
11	0.726452	7500	-13.469889	-176.104358
12	0.705989	7500	-13.141277	-189.245635
13	0.685877	7500	-12.927430	-202.173065
14	0.666112	7500	-12.701433	-214.874498
15	0.646693	7500	-12.529332	-227.403829
16	0.627618	7500	-12.274036	-239.677865
17	0.608884	7500	-12.080578	-251.758443
18	0.590490	7500	-11.880227	-263.638671
19	0.572433	7500	-11.665326	-275.303997
20	0.554712	7500	-11.481112	-286.785108
21	0.537324	7500	-11.177061	-297.962170
22	0.520268	7500	-11.010860	-308.973030
23	0.503540	7500	-10.853699	-319.826729
24	0.487139	7500	-10.515582	-330.342311
25	0.471063	7500	-10.349656	-340.691967
26	0.455310	7500	-10.079830	-350.771798
27	0.439877	7500	-9.902530	-360.674328
28	0.424762	7500	-9.830694	-370.505022
29	0.409963	7500	-9.671898	-380.176920
30	0.395478	7500	-9.476911	-389.653831
31	0.381305	7500	-9.250577	-398.904408
32	0.367440	7500	-9.079428	-407.983836
33	0.353883	7500	-8.891611	-416.875446
34	0.340630	7500	-8.758622	-425.634069
35	0.327680	7500	-8.470114	-434.104183
36	0.315030	7500	-8.339778	-442.443960
37	0.302677	7500	-8.230717	-450.674677
38	0.290619	7500	-8.068201	-458.742878
39	0.278855	7500	-7.821547	-466.564425
40	0.267381	7500	-7.553775	-474.118201
41	0.256195	7500	-7.427301	-481.545501
42	0.245294	7500	-7.224160	-488.769662
43	0.234677	7500	-7.069462	-495.839124
44	0.224340	7500	-7.144339	-502.983463
45	0.214281	7500	-7.086220	-510.069683
46	0.204498	7500	-6.782420	-516.852103
47	0.194988	7500	-6.510580	-523.362683
48	0.185749	7500	-6.359497	-529.722180
49	0.176777	7500	-6.130397	-535.852577
50	0.168070	7500	-5.947343	-541.799920
51	0.159626	7500	-5.791686	-547.591607
52	0.151441	7500	-5.584953	-553.176560
53	0.143514	7500	-5.368564	-558.545124
54	0.135841	7500	-5.193362	-563.738486
55	0.128420	7500	-5.056249	-568.794735
56	0.121247	7500	-5.057309	-573.852043
57	0.114320	7500	-4.768590	-578.620633
58	0.107637	7500	-4.617179	-583.237812
59	0.101193	7500	-4.774553	-588.012365
60	0.094986	7500	-4.464831	-592.477196
61	0.089014	7500	-4.191998	-596.669193
62	0.083273	7500	-4.176285	-600.845478
63	0.077760	7500	-3.942001	-604.787479
64	0.072472	7500	-3.874593	-608.662072
65	0.067406	7500	-3.649721	-612.311793
66	0.062558	7500	-3.847731	-616.159524
67	0.057926	7500	-3.778253	-619.937777
68	0.053506	7500	-3.619026	-623.556803
69	0.049295	7500	-3.625790	-627.182593
70	0.045289	7500	-3.332701	-630.515294
71	0.041485	7500	-3.185232	-633.700526
72	0.037880	7500	-3.151737	-636.852262
73	0.034469	7500	-2.931909	-639.784171
74	0.031250	7500	-2.756380	-642.540551
75	0.028218	7500	-2.616466	-645.157017
76	0.025370	7500	-2.445320	-647.602338
77	0.022702	7500	-2.468731	-650.071069
78	0.020209	7500	-2.334820	-652.405888
79	0.017889	7500	-2.241049	-654.646938
80	0.015736	7500	-2.095756	-656.742693
81	0.013746	7500	-1.950797	-658.693490
82	0.011916	7500	-1.845803	-660.539293
83	0.010240	7500	-1.692067	-662.231360
84	0.008714	7500	-1.823457	-664.054816
85	0.007334	7500	-1.506073	-665.560889
86	0.006093	7500	-1.496890	-667.057779
87	0.004988	7500	-1.641845	-668.699624
88	0.004013	7500	-1.529494	-670.229118
89	0.003162	7500	-1.235306	-671.464424
90	0.002430	7500	-1.243555	-672.707979
91	0.001810	7500	-1.003629	-673.711608
92	0.001296	7500	-0.847658	-674.559267
93	0.000882	7500	-0.900697	-675.459963
94	0.000559	7500	-0.777054	-676.237017
95	0.000320	7500	-0.767484	-677.004501
96	0.000156	7500	-0.478834	-677.483336
97	0.000057	7500	-0.253166	-677.736501
98	0.000010	7500	-0.118888	-677.855389
99	0.000000	7500	-0.034855	-677.890244
Log marginal likelihood:	-677.890244
