Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.930288	-15.930288
1	0.950747	7500	-15.723677	-31.653965
2	0.926679	7500	-15.481507	-47.135473
3	0.902980	7500	-15.220355	-62.355828
4	0.879648	7500	-14.938413	-77.294241
5	0.856682	7500	-14.730375	-92.024616
6	0.834079	7500	-14.507869	-106.532485
7	0.811838	7500	-14.289461	-120.821945
8	0.789957	7500	-14.109607	-134.931552
9	0.768433	7500	-13.854721	-148.786274
10	0.747266	7500	-13.622447	-162.408720
11	0.726452	7500	-13.411004	-175.819725
12	0.705989	7500	-13.224135	-189.043860
13	0.685877	7500	-13.012027	-202.055887
14	0.666112	7500	-12.766391	-214.822278
15	0.646693	7500	-12.585976	-227.408254
16	0.627618	7500	-12.306423	-239.714678
17	0.608884	7500	-12.058849	-251.773526
18	0.590490	7500	-11.862263	-263.635790
19	0.572433	7500	-11.625004	-275.260794
20	0.554712	7500	-11.429865	-286.690658
21	0.537324	7500	-11.233432	-297.924091
22	0.520268	7500	-11.011895	-308.935986
23	0.503540	7500	-10.936743	-319.872729
24	0.487139	7500	-10.682577	-330.555305
25	0.471063	7500	-10.476207	-341.031512
26	0.455310	7500	-10.323402	-351.354915
27	0.439877	7500	-10.043436	-361.398350
28	0.424762	7500	-10.131046	-371.529396
29	0.409963	7500	-9.833798	-381.363194
30	0.395478	7500	-9.623152	-390.986345
31	0.381305	7500	-9.323743	-400.310089
32	0.367440	7500	-9.106595	-409.416684
33	0.353883	7500	-9.072032	-418.488715
34	0.340630	7500	-8.664718	-427.153433
35	0.327680	7500	-8.469567	-435.623000
36	0.315030	7500	-8.310301	-443.933302
37	0.302677	7500	-8.203829	-452.137131
38	0.290619	7500	-7.999427	-460.136558
39	0.278855	7500	-7.818212	-467.954770
40	0.267381	7500	-7.520595	-475.475365
41	0.256195	7500	-7.465149	-482.940514
42	0.245294	7500	-7.412334	-490.352847
43	0.234677	7500	-7.338322	-497.691169
44	0.224340	7500	-7.173633	-504.864802
45	0.214281	7500	-6.934815	-511.799617
46	0.204498	7500	-6.777751	-518.577368
47	0.194988	7500	-6.562700	-525.140068
48	0.185749	7500	-6.528710	-531.668778
49	0.176777	7500	-6.223267	-537.892044
50	0.168070	7500	-6.105909	-543.997954
51	0.159626	7500	-6.000826	-549.998780
52	0.151441	7500	-5.933691	-555.932471
53	0.143514	7500	-5.704669	-561.637141
54	0.135841	7500	-5.486829	-567.123970
55	0.128420	7500	-5.238955	-572.362925
56	0.121247	7500	-5.396885	-577.759810
57	0.114320	7500	-5.582543	-583.342353
58	0.107637	7500	-4.810915	-588.153269
59	0.101193	7500	-4.636823	-592.790092
60	0.094986	7500	-4.586834	-597.376926
61	0.089014	7500	-4.414058	-601.790984
62	0.083273	7500	-4.671282	-606.462266
63	0.077760	7500	-4.570048	-611.032314
64	0.072472	7500	-4.353456	-615.385770
65	0.067406	7500	-4.321466	-619.707236
66	0.062558	7500	-4.017511	-623.724747
67	0.057926	7500	-3.803919	-627.528666
68	0.053506	7500	-3.694531	-631.223196
69	0.049295	7500	-3.463775	-634.686971
70	0.045289	7500	-3.394569	-638.081540
71	0.041485	7500	-3.202091	-641.283632
72	0.037880	7500	-3.146314	-644.429946
73	0.034469	7500	-3.005201	-647.435147
74	0.031250	7500	-2.759273	-650.194419
75	0.028218	7500	-2.693664	-652.888084
76	0.025370	7500	-2.502447	-655.390531
77	0.022702	7500	-2.394165	-657.784696
78	0.020209	7500	-2.412638	-660.197334
79	0.017889	7500	-2.135104	-662.332438
80	0.015736	7500	-2.070935	-664.403374
81	0.013746	7500	-1.886807	-666.290181
82	0.011916	7500	-1.781443	-668.071623
83	0.010240	7500	-1.724632	-669.796256
84	0.008714	7500	-1.609043	-671.405298
85	0.007334	7500	-1.532239	-672.937537
86	0.006093	7500	-1.472361	-674.409898
87	0.004988	7500	-1.540198	-675.950096
88	0.004013	7500	-1.501608	-677.451704
89	0.003162	7500	-1.349044	-678.800749
90	0.002430	7500	-1.256064	-680.056813
91	0.001810	7500	-1.023133	-681.079946
92	0.001296	7500	-0.966603	-682.046549
93	0.000882	7500	-0.824870	-682.871418
94	0.000559	7500	-0.770947	-683.642365
95	0.000320	7500	-0.583408	-684.225773
96	0.000156	7500	-0.532645	-684.758418
97	0.000057	7500	-0.291917	-685.050335
98	0.000010	7500	-0.147916	-685.198251
99	0.000000	7500	-0.027967	-685.226218
Log marginal likelihood:	-685.226218
