Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.871540	-14.871540
1	0.950747	150000	-14.653448	-29.524988
2	0.926679	150000	-14.607965	-44.132953
3	0.902980	150000	-14.177608	-58.310561
4	0.879648	150000	-14.072510	-72.383071
5	0.856682	150000	-13.961079	-86.344150
6	0.834079	150000	-13.790779	-100.134929
7	0.811838	150000	-13.537069	-113.671999
8	0.789957	150000	-13.260688	-126.932686
9	0.768433	150000	-13.132715	-140.065401
10	0.747266	150000	-12.843572	-152.908974
11	0.726452	150000	-12.714939	-165.623912
12	0.705989	150000	-12.471686	-178.095598
13	0.685877	150000	-12.126133	-190.221732
14	0.666112	150000	-12.037876	-202.259607
15	0.646693	150000	-11.935714	-214.195321
16	0.627618	150000	-11.510973	-225.706294
17	0.608884	150000	-11.311655	-237.017949
18	0.590490	150000	-11.465228	-248.483178
19	0.572433	150000	-11.227627	-259.710805
20	0.554712	150000	-11.175817	-270.886622
21	0.537324	150000	-10.876783	-281.763405
22	0.520268	150000	-10.581364	-292.344769
23	0.503540	150000	-10.310516	-302.655286
24	0.487139	150000	-10.079356	-312.734642
25	0.471063	150000	-9.867785	-322.602427
26	0.455310	150000	-9.837427	-332.439854
27	0.439877	150000	-9.761869	-342.201723
28	0.424762	150000	-9.545252	-351.746975
29	0.409963	150000	-9.361457	-361.108432
30	0.395478	150000	-9.171708	-370.280139
31	0.381305	150000	-9.041644	-379.321783
32	0.367440	150000	-8.833094	-388.154878
33	0.353883	150000	-8.599343	-396.754221
34	0.340630	150000	-8.482388	-405.236609
35	0.327680	150000	-8.231479	-413.468088
36	0.315030	150000	-8.082793	-421.550880
37	0.302677	150000	-7.911298	-429.462179
38	0.290619	150000	-7.888943	-437.351122
39	0.278855	150000	-7.549838	-444.900960
40	0.267381	150000	-7.382864	-452.283824
41	0.256195	150000	-7.222507	-459.506331
42	0.245294	150000	-7.037202	-466.543534
43	0.234677	150000	-6.848848	-473.392381
44	0.224340	150000	-6.708284	-480.100665
45	0.214281	150000	-6.538245	-486.638910
46	0.204498	150000	-6.383133	-493.022043
47	0.194988	150000	-6.189809	-499.211852
48	0.185749	150000	-6.057073	-505.268925
49	0.176777	150000	-6.059030	-511.327955
50	0.168070	150000	-5.774040	-517.101994
51	0.159626	150000	-5.624212	-522.726206
52	0.151441	150000	-5.594930	-528.321136
53	0.143514	150000	-5.476132	-533.797268
54	0.135841	150000	-5.093270	-538.890538
55	0.128420	150000	-5.051955	-543.942493
56	0.121247	150000	-4.977104	-548.919597
57	0.114320	150000	-5.036270	-553.955867
58	0.107637	150000	-4.552915	-558.508782
59	0.101193	150000	-4.620903	-563.129685
60	0.094986	150000	-4.533208	-567.662893
61	0.089014	150000	-4.377923	-572.040816
62	0.083273	150000	-4.124137	-576.164953
63	0.077760	150000	-4.168521	-580.333473
64	0.072472	150000	-3.993197	-584.326670
65	0.067406	150000	-3.905617	-588.232287
66	0.062558	150000	-3.681050	-591.913337
67	0.057926	150000	-3.603287	-595.516624
68	0.053506	150000	-3.481757	-598.998381
69	0.049295	150000	-3.355332	-602.353713
70	0.045289	150000	-3.201625	-605.555338
71	0.041485	150000	-3.062180	-608.617518
72	0.037880	150000	-2.954148	-611.571666
73	0.034469	150000	-2.825007	-614.396673
74	0.031250	150000	-2.719904	-617.116577
75	0.028218	150000	-2.642075	-619.758652
76	0.025370	150000	-2.387419	-622.146071
77	0.022702	150000	-2.385630	-624.531701
78	0.020209	150000	-2.223683	-626.755384
79	0.017889	150000	-2.036805	-628.792189
80	0.015736	150000	-2.059446	-630.851635
81	0.013746	150000	-1.900606	-632.752241
82	0.011916	150000	-1.853410	-634.605651
83	0.010240	150000	-1.652136	-636.257787
84	0.008714	150000	-1.622926	-637.880713
85	0.007334	150000	-1.576986	-639.457699
86	0.006093	150000	-1.512399	-640.970098
87	0.004988	150000	-1.390113	-642.360211
88	0.004013	150000	-1.314250	-643.674461
89	0.003162	150000	-1.195970	-644.870431
90	0.002430	150000	-1.095281	-645.965711
91	0.001810	150000	-1.017542	-646.983253
92	0.001296	150000	-0.819585	-647.802838
93	0.000882	150000	-0.746057	-648.548895
94	0.000559	150000	-0.619431	-649.168326
95	0.000320	150000	-0.450087	-649.618413
96	0.000156	150000	-0.357139	-649.975552
97	0.000057	150000	-0.225829	-650.201381
98	0.000010	150000	-0.111808	-650.313189
99	0.000000	150000	-0.021883	-650.335073
Log marginal likelihood:	-650.335073
