Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.402160	-15.402160
1	0.950747	150000	-14.978204	-30.380364
2	0.926679	150000	-14.744471	-45.124835
3	0.902980	150000	-14.498524	-59.623360
4	0.879648	150000	-14.348473	-73.971833
5	0.856682	150000	-14.155806	-88.127639
6	0.834079	150000	-14.208581	-102.336220
7	0.811838	150000	-13.972507	-116.308727
8	0.789957	150000	-13.715111	-130.023838
9	0.768433	150000	-13.515576	-143.539414
10	0.747266	150000	-13.302782	-156.842196
11	0.726452	150000	-13.101836	-169.944033
12	0.705989	150000	-12.882306	-182.826339
13	0.685877	150000	-12.703341	-195.529679
14	0.666112	150000	-12.437887	-207.967566
15	0.646693	150000	-12.286761	-220.254327
16	0.627618	150000	-12.000520	-232.254847
17	0.608884	150000	-11.866763	-244.121610
18	0.590490	150000	-11.574837	-255.696447
19	0.572433	150000	-11.374591	-267.071038
20	0.554712	150000	-11.183750	-278.254788
21	0.537324	150000	-10.993499	-289.248287
22	0.520268	150000	-10.786181	-300.034468
23	0.503540	150000	-10.598612	-310.633080
24	0.487139	150000	-10.369060	-321.002141
25	0.471063	150000	-10.191285	-331.193426
26	0.455310	150000	-9.999180	-341.192605
27	0.439877	150000	-9.826235	-351.018840
28	0.424762	150000	-9.656658	-360.675498
29	0.409963	150000	-9.440809	-370.116307
30	0.395478	150000	-9.234659	-379.350966
31	0.381305	150000	-9.067639	-388.418605
32	0.367440	150000	-8.849076	-397.267681
33	0.353883	150000	-8.725703	-405.993384
34	0.340630	150000	-8.481824	-414.475208
35	0.327680	150000	-8.327525	-422.802733
36	0.315030	150000	-8.133381	-430.936113
37	0.302677	150000	-7.920975	-438.857088
38	0.290619	150000	-7.739622	-446.596710
39	0.278855	150000	-7.599444	-454.196154
40	0.267381	150000	-7.402801	-461.598955
41	0.256195	150000	-7.224940	-468.823895
42	0.245294	150000	-7.087057	-475.910952
43	0.234677	150000	-6.904384	-482.815335
44	0.224340	150000	-6.719493	-489.534828
45	0.214281	150000	-6.575967	-496.110796
46	0.204498	150000	-6.427908	-502.538704
47	0.194988	150000	-6.238394	-508.777098
48	0.185749	150000	-6.034015	-514.811113
49	0.176777	150000	-5.906824	-520.717937
50	0.168070	150000	-5.815464	-526.533401
51	0.159626	150000	-5.709412	-532.242812
52	0.151441	150000	-5.743171	-537.985983
53	0.143514	150000	-5.300691	-543.286674
54	0.135841	150000	-5.146489	-548.433163
55	0.128420	150000	-5.020972	-553.454135
56	0.121247	150000	-4.894019	-558.348154
57	0.114320	150000	-5.076256	-563.424410
58	0.107637	150000	-4.623780	-568.048190
59	0.101193	150000	-4.421165	-572.469355
60	0.094986	150000	-4.562013	-577.031368
61	0.089014	150000	-4.300173	-581.331541
62	0.083273	150000	-4.098194	-585.429735
63	0.077760	150000	-4.111823	-589.541558
64	0.072472	150000	-4.099994	-593.641552
65	0.067406	150000	-3.952508	-597.594060
66	0.062558	150000	-3.955126	-601.549186
67	0.057926	150000	-3.656963	-605.206150
68	0.053506	150000	-3.532458	-608.738608
69	0.049295	150000	-3.443300	-612.181907
70	0.045289	150000	-3.281394	-615.463302
71	0.041485	150000	-3.124470	-618.587772
72	0.037880	150000	-3.010270	-621.598042
73	0.034469	150000	-2.960464	-624.558506
74	0.031250	150000	-2.799249	-627.357754
75	0.028218	150000	-2.628158	-629.985913
76	0.025370	150000	-2.513486	-632.499398
77	0.022702	150000	-2.405156	-634.904555
78	0.020209	150000	-2.300297	-637.204852
79	0.017889	150000	-2.108659	-639.313511
80	0.015736	150000	-2.112490	-641.426001
81	0.013746	150000	-1.886593	-643.312594
82	0.011916	150000	-1.899718	-645.212312
83	0.010240	150000	-1.731591	-646.943903
84	0.008714	150000	-1.673441	-648.617344
85	0.007334	150000	-1.537470	-650.154814
86	0.006093	150000	-1.434841	-651.589655
87	0.004988	150000	-1.441483	-653.031138
88	0.004013	150000	-1.304075	-654.335213
89	0.003162	150000	-1.188453	-655.523666
90	0.002430	150000	-1.107178	-656.630844
91	0.001810	150000	-1.007384	-657.638229
92	0.001296	150000	-0.900573	-658.538802
93	0.000882	150000	-0.728852	-659.267654
94	0.000559	150000	-0.619970	-659.887624
95	0.000320	150000	-0.466073	-660.353697
96	0.000156	150000	-0.355108	-660.708805
97	0.000057	150000	-0.188124	-660.896929
98	0.000010	150000	-0.102768	-660.999697
99	0.000000	150000	-0.023370	-661.023067
Log marginal likelihood:	-661.023067
