Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.059170	-15.059170
1	0.950747	150000	-14.791815	-29.850985
2	0.926679	150000	-14.597731	-44.448715
3	0.902980	150000	-14.373966	-58.822682
4	0.879648	150000	-14.226728	-73.049409
5	0.856682	150000	-13.949890	-86.999300
6	0.834079	150000	-13.655571	-100.654871
7	0.811838	150000	-13.407349	-114.062220
8	0.789957	150000	-13.309758	-127.371977
9	0.768433	150000	-12.973110	-140.345087
10	0.747266	150000	-12.921048	-153.266135
11	0.726452	150000	-12.754208	-166.020343
12	0.705989	150000	-12.482170	-178.502513
13	0.685877	150000	-12.276492	-190.779005
14	0.666112	150000	-12.190165	-202.969169
15	0.646693	150000	-12.001755	-214.970925
16	0.627618	150000	-11.708334	-226.679258
17	0.608884	150000	-11.491818	-238.171076
18	0.590490	150000	-11.317116	-249.488192
19	0.572433	150000	-11.108716	-260.596908
20	0.554712	150000	-11.048879	-271.645786
21	0.537324	150000	-10.692486	-282.338272
22	0.520268	150000	-10.542661	-292.880933
23	0.503540	150000	-10.571624	-303.452557
24	0.487139	150000	-10.367113	-313.819671
25	0.471063	150000	-10.252406	-324.072077
26	0.455310	150000	-10.029825	-334.101902
27	0.439877	150000	-9.826612	-343.928514
28	0.424762	150000	-9.568601	-353.497115
29	0.409963	150000	-9.474804	-362.971918
30	0.395478	150000	-9.238818	-372.210736
31	0.381305	150000	-9.114168	-381.324904
32	0.367440	150000	-8.868916	-390.193820
33	0.353883	150000	-8.677786	-398.871606
34	0.340630	150000	-8.523983	-407.395588
35	0.327680	150000	-8.424012	-415.819600
36	0.315030	150000	-8.194257	-424.013858
37	0.302677	150000	-7.924989	-431.938847
38	0.290619	150000	-7.768147	-439.706994
39	0.278855	150000	-7.649950	-447.356944
40	0.267381	150000	-7.426989	-454.783933
41	0.256195	150000	-7.227552	-462.011485
42	0.245294	150000	-7.048260	-469.059745
43	0.234677	150000	-6.892816	-475.952561
44	0.224340	150000	-6.781103	-482.733664
45	0.214281	150000	-6.645187	-489.378850
46	0.204498	150000	-6.463069	-495.841919
47	0.194988	150000	-6.327317	-502.169236
48	0.185749	150000	-6.214412	-508.383648
49	0.176777	150000	-5.937706	-514.321354
50	0.168070	150000	-5.768378	-520.089732
51	0.159626	150000	-5.597773	-525.687505
52	0.151441	150000	-5.393098	-531.080603
53	0.143514	150000	-5.285015	-536.365617
54	0.135841	150000	-5.296705	-541.662322
55	0.128420	150000	-4.991222	-546.653544
56	0.121247	150000	-4.883651	-551.537195
57	0.114320	150000	-4.742469	-556.279664
58	0.107637	150000	-4.713704	-560.993368
59	0.101193	150000	-4.768778	-565.762145
60	0.094986	150000	-4.572861	-570.335007
61	0.089014	150000	-4.408085	-574.743092
62	0.083273	150000	-4.270294	-579.013385
63	0.077760	150000	-4.229110	-583.242496
64	0.072472	150000	-3.923630	-587.166125
65	0.067406	150000	-4.034407	-591.200533
66	0.062558	150000	-3.845458	-595.045991
67	0.057926	150000	-3.674872	-598.720863
68	0.053506	150000	-3.462363	-602.183226
69	0.049295	150000	-3.342581	-605.525806
70	0.045289	150000	-3.283400	-608.809206
71	0.041485	150000	-3.241790	-612.050996
72	0.037880	150000	-3.009426	-615.060422
73	0.034469	150000	-2.885429	-617.945852
74	0.031250	150000	-2.749634	-620.695485
75	0.028218	150000	-2.621266	-623.316752
76	0.025370	150000	-2.441263	-625.758015
77	0.022702	150000	-2.410749	-628.168763
78	0.020209	150000	-2.327587	-630.496350
79	0.017889	150000	-2.185653	-632.682004
80	0.015736	150000	-2.039993	-634.721997
81	0.013746	150000	-1.892566	-636.614563
82	0.011916	150000	-1.783360	-638.397923
83	0.010240	150000	-1.788618	-640.186541
84	0.008714	150000	-1.784950	-641.971491
85	0.007334	150000	-1.536357	-643.507848
86	0.006093	150000	-1.462887	-644.970735
87	0.004988	150000	-1.373514	-646.344249
88	0.004013	150000	-1.272623	-647.616872
89	0.003162	150000	-1.241227	-648.858098
90	0.002430	150000	-1.137696	-649.995794
91	0.001810	150000	-0.972515	-650.968309
92	0.001296	150000	-0.853837	-651.822147
93	0.000882	150000	-0.735886	-652.558032
94	0.000559	150000	-0.583923	-653.141955
95	0.000320	150000	-0.485711	-653.627666
96	0.000156	150000	-0.323394	-653.951060
97	0.000057	150000	-0.218346	-654.169407
98	0.000010	150000	-0.094724	-654.264131
99	0.000000	150000	-0.020677	-654.284808
Log marginal likelihood:	-654.284808
