Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.538002	-15.538002
1	0.950747	7500	-15.403112	-30.941114
2	0.926679	7500	-15.109093	-46.050207
3	0.902980	7500	-14.878066	-60.928273
4	0.879648	7500	-14.612093	-75.540365
5	0.856682	7500	-14.421596	-89.961961
6	0.834079	7500	-14.111735	-104.073696
7	0.811838	7500	-13.879066	-117.952762
8	0.789957	7500	-13.633280	-131.586042
9	0.768433	7500	-13.432164	-145.018206
10	0.747266	7500	-13.215734	-158.233940
11	0.726452	7500	-13.106500	-171.340440
12	0.705989	7500	-12.788479	-184.128919
13	0.685877	7500	-12.594921	-196.723841
14	0.666112	7500	-12.396030	-209.119871
15	0.646693	7500	-12.206390	-221.326261
16	0.627618	7500	-11.953996	-233.280257
17	0.608884	7500	-11.888508	-245.168765
18	0.590490	7500	-11.633648	-256.802413
19	0.572433	7500	-11.422178	-268.224591
20	0.554712	7500	-11.286118	-279.510709
21	0.537324	7500	-11.286813	-290.797522
22	0.520268	7500	-10.940505	-301.738028
23	0.503540	7500	-10.800589	-312.538617
24	0.487139	7500	-10.606052	-323.144669
25	0.471063	7500	-10.391649	-333.536318
26	0.455310	7500	-10.446233	-343.982551
27	0.439877	7500	-10.022902	-354.005453
28	0.424762	7500	-9.782151	-363.787604
29	0.409963	7500	-9.505969	-373.293573
30	0.395478	7500	-9.468322	-382.761895
31	0.381305	7500	-9.310618	-392.072513
32	0.367440	7500	-9.053673	-401.126186
33	0.353883	7500	-8.847818	-409.974004
34	0.340630	7500	-8.603999	-418.578002
35	0.327680	7500	-8.462378	-427.040380
36	0.315030	7500	-8.260286	-435.300666
37	0.302677	7500	-8.103666	-443.404332
38	0.290619	7500	-7.842573	-451.246904
39	0.278855	7500	-7.779376	-459.026280
40	0.267381	7500	-7.687122	-466.713402
41	0.256195	7500	-7.393840	-474.107242
42	0.245294	7500	-7.204545	-481.311787
43	0.234677	7500	-6.948833	-488.260619
44	0.224340	7500	-6.867182	-495.127801
45	0.214281	7500	-6.613056	-501.740857
46	0.204498	7500	-6.504212	-508.245069
47	0.194988	7500	-6.324577	-514.569646
48	0.185749	7500	-6.177115	-520.746761
49	0.176777	7500	-6.087001	-526.833762
50	0.168070	7500	-5.876790	-532.710553
51	0.159626	7500	-5.728485	-538.439037
52	0.151441	7500	-5.606208	-544.045245
53	0.143514	7500	-5.685116	-549.730361
54	0.135841	7500	-5.638865	-555.369226
55	0.128420	7500	-5.635621	-561.004847
56	0.121247	7500	-5.567061	-566.571908
57	0.114320	7500	-5.471367	-572.043275
58	0.107637	7500	-4.718231	-576.761506
59	0.101193	7500	-4.973324	-581.734830
60	0.094986	7500	-4.814820	-586.549650
61	0.089014	7500	-4.747085	-591.296735
62	0.083273	7500	-4.618238	-595.914974
63	0.077760	7500	-4.523012	-600.437986
64	0.072472	7500	-4.269876	-604.707862
65	0.067406	7500	-3.970201	-608.678063
66	0.062558	7500	-3.787636	-612.465699
67	0.057926	7500	-3.793534	-616.259233
68	0.053506	7500	-3.588544	-619.847777
69	0.049295	7500	-3.368874	-623.216651
70	0.045289	7500	-3.261664	-626.478315
71	0.041485	7500	-3.157905	-629.636220
72	0.037880	7500	-3.019448	-632.655668
73	0.034469	7500	-2.866903	-635.522571
74	0.031250	7500	-2.733614	-638.256186
75	0.028218	7500	-2.609392	-640.865577
76	0.025370	7500	-2.606360	-643.471937
77	0.022702	7500	-2.264823	-645.736760
78	0.020209	7500	-2.090812	-647.827572
79	0.017889	7500	-2.174933	-650.002505
80	0.015736	7500	-2.087752	-652.090257
81	0.013746	7500	-1.865657	-653.955914
82	0.011916	7500	-1.622554	-655.578468
83	0.010240	7500	-1.556277	-657.134745
84	0.008714	7500	-1.519917	-658.654662
85	0.007334	7500	-1.474476	-660.129138
86	0.006093	7500	-1.248776	-661.377914
87	0.004988	7500	-1.219339	-662.597253
88	0.004013	7500	-1.208596	-663.805850
89	0.003162	7500	-1.341996	-665.147845
90	0.002430	7500	-1.310894	-666.458739
91	0.001810	7500	-1.233366	-667.692105
92	0.001296	7500	-0.831000	-668.523105
93	0.000882	7500	-0.795182	-669.318287
94	0.000559	7500	-0.698115	-670.016401
95	0.000320	7500	-0.524504	-670.540905
96	0.000156	7500	-0.386779	-670.927684
97	0.000057	7500	-0.283933	-671.211618
98	0.000010	7500	-0.139691	-671.351309
99	0.000000	7500	-0.025144	-671.376453
Log marginal likelihood:	-671.376453
