Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.697272	-15.697272
1	0.950747	7500	-15.431672	-31.128944
2	0.926679	7500	-15.186484	-46.315428
3	0.902980	7500	-14.983369	-61.298797
4	0.879648	7500	-14.728652	-76.027449
5	0.856682	7500	-14.538028	-90.565477
6	0.834079	7500	-14.312846	-104.878323
7	0.811838	7500	-14.080675	-118.958998
8	0.789957	7500	-13.833589	-132.792587
9	0.768433	7500	-13.566350	-146.358937
10	0.747266	7500	-13.473112	-159.832048
11	0.726452	7500	-13.232529	-173.064578
12	0.705989	7500	-13.066058	-186.130635
13	0.685877	7500	-12.846288	-198.976923
14	0.666112	7500	-12.580934	-211.557857
15	0.646693	7500	-12.333761	-223.891618
16	0.627618	7500	-12.161098	-236.052716
17	0.608884	7500	-11.931814	-247.984530
18	0.590490	7500	-11.698503	-259.683033
19	0.572433	7500	-11.432761	-271.115794
20	0.554712	7500	-11.263875	-282.379669
21	0.537324	7500	-11.148210	-293.527879
22	0.520268	7500	-10.861760	-304.389638
23	0.503540	7500	-10.678761	-315.068399
24	0.487139	7500	-10.503511	-325.571911
25	0.471063	7500	-10.256440	-335.828350
26	0.455310	7500	-10.152567	-345.980917
27	0.439877	7500	-9.893694	-355.874612
28	0.424762	7500	-9.826541	-365.701152
29	0.409963	7500	-9.502266	-375.203418
30	0.395478	7500	-9.264301	-384.467719
31	0.381305	7500	-9.119293	-393.587011
32	0.367440	7500	-8.876685	-402.463696
33	0.353883	7500	-8.755507	-411.219203
34	0.340630	7500	-8.512815	-419.732018
35	0.327680	7500	-8.310229	-428.042247
36	0.315030	7500	-8.188560	-436.230807
37	0.302677	7500	-7.958102	-444.188909
38	0.290619	7500	-7.801178	-451.990088
39	0.278855	7500	-7.562153	-459.552240
40	0.267381	7500	-7.375709	-466.927950
41	0.256195	7500	-7.233155	-474.161105
42	0.245294	7500	-7.258919	-481.420024
43	0.234677	7500	-7.248435	-488.668459
44	0.224340	7500	-7.000947	-495.669406
45	0.214281	7500	-6.726558	-502.395963
46	0.204498	7500	-6.545237	-508.941200
47	0.194988	7500	-6.416074	-515.357274
48	0.185749	7500	-6.183252	-521.540526
49	0.176777	7500	-6.207751	-527.748277
50	0.168070	7500	-5.863292	-533.611569
51	0.159626	7500	-5.677169	-539.288738
52	0.151441	7500	-5.760850	-545.049587
53	0.143514	7500	-5.497955	-550.547542
54	0.135841	7500	-5.390642	-555.938184
55	0.128420	7500	-5.224790	-561.162975
56	0.121247	7500	-5.220546	-566.383521
57	0.114320	7500	-5.067577	-571.451097
58	0.107637	7500	-5.203927	-576.655024
59	0.101193	7500	-5.144694	-581.799719
60	0.094986	7500	-4.904574	-586.704292
61	0.089014	7500	-4.796943	-591.501236
62	0.083273	7500	-4.509540	-596.010776
63	0.077760	7500	-4.382865	-600.393641
64	0.072472	7500	-4.165813	-604.559454
65	0.067406	7500	-4.011093	-608.570546
66	0.062558	7500	-3.829822	-612.400368
67	0.057926	7500	-3.706983	-616.107351
68	0.053506	7500	-3.605383	-619.712735
69	0.049295	7500	-3.496289	-623.209024
70	0.045289	7500	-3.363677	-626.572701
71	0.041485	7500	-3.050007	-629.622708
72	0.037880	7500	-2.917723	-632.540430
73	0.034469	7500	-2.856843	-635.397273
74	0.031250	7500	-2.675794	-638.073067
75	0.028218	7500	-2.587711	-640.660778
76	0.025370	7500	-2.375217	-643.035995
77	0.022702	7500	-2.306265	-645.342260
78	0.020209	7500	-2.154491	-647.496752
79	0.017889	7500	-2.058676	-649.555428
80	0.015736	7500	-1.907158	-651.462586
81	0.013746	7500	-1.808154	-653.270740
82	0.011916	7500	-1.772829	-655.043569
83	0.010240	7500	-1.703414	-656.746984
84	0.008714	7500	-1.701759	-658.448742
85	0.007334	7500	-1.554047	-660.002789
86	0.006093	7500	-1.411601	-661.414390
87	0.004988	7500	-1.402705	-662.817095
88	0.004013	7500	-1.368820	-664.185914
89	0.003162	7500	-1.293452	-665.479366
90	0.002430	7500	-1.227172	-666.706538
91	0.001810	7500	-1.098196	-667.804734
92	0.001296	7500	-0.977869	-668.782603
93	0.000882	7500	-0.764619	-669.547222
94	0.000559	7500	-0.824507	-670.371729
95	0.000320	7500	-0.527864	-670.899593
96	0.000156	7500	-0.420257	-671.319850
97	0.000057	7500	-0.293401	-671.613251
98	0.000010	7500	-0.166824	-671.780075
99	0.000000	7500	-0.029653	-671.809728
Log marginal likelihood:	-671.809728
