Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.071243	-15.071243
1	0.950747	150000	-14.840707	-29.911949
2	0.926679	150000	-14.772199	-44.684148
3	0.902980	150000	-14.471366	-59.155514
4	0.879648	150000	-14.219018	-73.374532
5	0.856682	150000	-13.963883	-87.338414
6	0.834079	150000	-14.105673	-101.444087
7	0.811838	150000	-13.725460	-115.169546
8	0.789957	150000	-13.591363	-128.760909
9	0.768433	150000	-13.310321	-142.071230
10	0.747266	150000	-13.222612	-155.293842
11	0.726452	150000	-12.931387	-168.225229
12	0.705989	150000	-12.752283	-180.977512
13	0.685877	150000	-12.710598	-193.688110
14	0.666112	150000	-12.249525	-205.937636
15	0.646693	150000	-12.012181	-217.949817
16	0.627618	150000	-11.861974	-229.811791
17	0.608884	150000	-11.648896	-241.460687
18	0.590490	150000	-11.535664	-252.996351
19	0.572433	150000	-11.334769	-264.331119
20	0.554712	150000	-10.996703	-275.327823
21	0.537324	150000	-11.230995	-286.558817
22	0.520268	150000	-10.884470	-297.443288
23	0.503540	150000	-10.791206	-308.234494
24	0.487139	150000	-10.775234	-319.009727
25	0.471063	150000	-10.546974	-329.556701
26	0.455310	150000	-10.321310	-339.878011
27	0.439877	150000	-9.862429	-349.740440
28	0.424762	150000	-9.554873	-359.295313
29	0.409963	150000	-9.390846	-368.686159
30	0.395478	150000	-9.314437	-378.000596
31	0.381305	150000	-8.992093	-386.992689
32	0.367440	150000	-8.923831	-395.916519
33	0.353883	150000	-8.827332	-404.743851
34	0.340630	150000	-8.671768	-413.415619
35	0.327680	150000	-8.464363	-421.879982
36	0.315030	150000	-8.435799	-430.315781
37	0.302677	150000	-8.307347	-438.623128
38	0.290619	150000	-8.100415	-446.723543
39	0.278855	150000	-7.716627	-454.440170
40	0.267381	150000	-7.755952	-462.196123
41	0.256195	150000	-7.605858	-469.801980
42	0.245294	150000	-7.346276	-477.148256
43	0.234677	150000	-7.216207	-484.364464
44	0.224340	150000	-6.985549	-491.350012
45	0.214281	150000	-6.914789	-498.264802
46	0.204498	150000	-6.548508	-504.813310
47	0.194988	150000	-6.517538	-511.330847
48	0.185749	150000	-6.399355	-517.730202
49	0.176777	150000	-6.187406	-523.917608
50	0.168070	150000	-5.964493	-529.882101
51	0.159626	150000	-6.054000	-535.936101
52	0.151441	150000	-6.090557	-542.026659
53	0.143514	150000	-5.713544	-547.740203
54	0.135841	150000	-5.744937	-553.485140
55	0.128420	150000	-5.439015	-558.924155
56	0.121247	150000	-5.123109	-564.047264
57	0.114320	150000	-5.230068	-569.277332
58	0.107637	150000	-4.928371	-574.205702
59	0.101193	150000	-4.808074	-579.013776
60	0.094986	150000	-4.732191	-583.745968
61	0.089014	150000	-4.604157	-588.350125
62	0.083273	150000	-4.448860	-592.798985
63	0.077760	150000	-4.315773	-597.114758
64	0.072472	150000	-4.144258	-601.259016
65	0.067406	150000	-4.004744	-605.263760
66	0.062558	150000	-3.830739	-609.094500
67	0.057926	150000	-3.647632	-612.742132
68	0.053506	150000	-3.463482	-616.205613
69	0.049295	150000	-3.384896	-619.590510
70	0.045289	150000	-3.212488	-622.802997
71	0.041485	150000	-3.047298	-625.850296
72	0.037880	150000	-2.915077	-628.765373
73	0.034469	150000	-2.738404	-631.503776
74	0.031250	150000	-2.655369	-634.159146
75	0.028218	150000	-2.447754	-636.606900
76	0.025370	150000	-2.387685	-638.994585
77	0.022702	150000	-2.245536	-641.240121
78	0.020209	150000	-2.101898	-643.342018
79	0.017889	150000	-2.000609	-645.342627
80	0.015736	150000	-1.866896	-647.209523
81	0.013746	150000	-1.789157	-648.998679
82	0.011916	150000	-1.661663	-650.660342
83	0.010240	150000	-1.492452	-652.152794
84	0.008714	150000	-1.398933	-653.551727
85	0.007334	150000	-1.398331	-654.950058
86	0.006093	150000	-1.241621	-656.191679
87	0.004988	150000	-1.201914	-657.393593
88	0.004013	150000	-1.171786	-658.565379
89	0.003162	150000	-1.144370	-659.709749
90	0.002430	150000	-1.062296	-660.772045
91	0.001810	150000	-0.958507	-661.730552
92	0.001296	150000	-0.753589	-662.484141
93	0.000882	150000	-0.652191	-663.136332
94	0.000559	150000	-0.538656	-663.674987
95	0.000320	150000	-0.402341	-664.077329
96	0.000156	150000	-0.276857	-664.354186
97	0.000057	150000	-0.174895	-664.529082
98	0.000010	150000	-0.081939	-664.611021
99	0.000000	150000	-0.018912	-664.629933
Log marginal likelihood:	-664.629933
