Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.309200	-15.309200
1	0.950747	150000	-15.081319	-30.390518
2	0.926679	150000	-14.950364	-45.340882
3	0.902980	150000	-14.761584	-60.102467
4	0.879648	150000	-14.568116	-74.670583
5	0.856682	150000	-14.312504	-88.983087
6	0.834079	150000	-14.079673	-103.062760
7	0.811838	150000	-13.872153	-116.934913
8	0.789957	150000	-13.632732	-130.567645
9	0.768433	150000	-13.437372	-144.005017
10	0.747266	150000	-13.186692	-157.191709
11	0.726452	150000	-13.033550	-170.225259
12	0.705989	150000	-12.806169	-183.031428
13	0.685877	150000	-12.587307	-195.618735
14	0.666112	150000	-12.359431	-207.978166
15	0.646693	150000	-12.153626	-220.131792
16	0.627618	150000	-11.956596	-232.088388
17	0.608884	150000	-11.741841	-243.830230
18	0.590490	150000	-11.519163	-255.349393
19	0.572433	150000	-11.341794	-266.691187
20	0.554712	150000	-11.210253	-277.901440
21	0.537324	150000	-11.000065	-288.901505
22	0.520268	150000	-10.877686	-299.779192
23	0.503540	150000	-10.654381	-310.433572
24	0.487139	150000	-10.448659	-320.882231
25	0.471063	150000	-10.198280	-331.080511
26	0.455310	150000	-10.131286	-341.211798
27	0.439877	150000	-9.822847	-351.034644
28	0.424762	150000	-9.711488	-360.746132
29	0.409963	150000	-9.516495	-370.262627
30	0.395478	150000	-9.320702	-379.583329
31	0.381305	150000	-9.071570	-388.654899
32	0.367440	150000	-8.812252	-397.467151
33	0.353883	150000	-8.770245	-406.237396
34	0.340630	150000	-8.474160	-414.711556
35	0.327680	150000	-8.268984	-422.980539
36	0.315030	150000	-8.176074	-431.156613
37	0.302677	150000	-7.961218	-439.117831
38	0.290619	150000	-7.850642	-446.968473
39	0.278855	150000	-8.001306	-454.969778
40	0.267381	150000	-7.793999	-462.763777
41	0.256195	150000	-7.574958	-470.338735
42	0.245294	150000	-7.382196	-477.720931
43	0.234677	150000	-7.223136	-484.944067
44	0.224340	150000	-6.987246	-491.931313
45	0.214281	150000	-6.815235	-498.746548
46	0.204498	150000	-6.649306	-505.395854
47	0.194988	150000	-6.427981	-511.823835
48	0.185749	150000	-6.188607	-518.012442
49	0.176777	150000	-6.081609	-524.094051
50	0.168070	150000	-5.886161	-529.980212
51	0.159626	150000	-5.744161	-535.724373
52	0.151441	150000	-5.605678	-541.330051
53	0.143514	150000	-5.504860	-546.834912
54	0.135841	150000	-5.256020	-552.090931
55	0.128420	150000	-5.070822	-557.161754
56	0.121247	150000	-4.910396	-562.072149
57	0.114320	150000	-4.755262	-566.827411
58	0.107637	150000	-4.580892	-571.408303
59	0.101193	150000	-4.482932	-575.891235
60	0.094986	150000	-4.229023	-580.120258
61	0.089014	150000	-4.048678	-584.168935
62	0.083273	150000	-3.863544	-588.032479
63	0.077760	150000	-3.783219	-591.815698
64	0.072472	150000	-3.612879	-595.428577
65	0.067406	150000	-3.502829	-598.931406
66	0.062558	150000	-3.518892	-602.450298
67	0.057926	150000	-3.604643	-606.054940
68	0.053506	150000	-3.458673	-609.513613
69	0.049295	150000	-3.449351	-612.962965
70	0.045289	150000	-3.381972	-616.344936
71	0.041485	150000	-3.239487	-619.584423
72	0.037880	150000	-3.719377	-623.303801
73	0.034469	150000	-2.949079	-626.252880
74	0.031250	150000	-3.903072	-630.155952
75	0.028218	150000	-3.240185	-633.396136
76	0.025370	150000	-3.732094	-637.128231
77	0.022702	150000	-3.549681	-640.677912
78	0.020209	150000	-3.477461	-644.155373
79	0.017889	150000	-3.244345	-647.399718
80	0.015736	150000	-3.069797	-650.469515
81	0.013746	150000	-2.833631	-653.303146
82	0.011916	150000	-2.675343	-655.978489
83	0.010240	150000	-2.468799	-658.447288
84	0.008714	150000	-2.317014	-660.764302
85	0.007334	150000	-2.128871	-662.893173
86	0.006093	150000	-1.926159	-664.819332
87	0.004988	150000	-1.788404	-666.607736
88	0.004013	150000	-1.594840	-668.202577
89	0.003162	150000	-1.451745	-669.654322
90	0.002430	150000	-1.260802	-670.915124
91	0.001810	150000	-1.110311	-672.025436
92	0.001296	150000	-0.949966	-672.975401
93	0.000882	150000	-0.760718	-673.736120
94	0.000559	150000	-0.639029	-674.375148
95	0.000320	150000	-0.484524	-674.859672
96	0.000156	150000	-0.365872	-675.225544
97	0.000057	150000	-0.388444	-675.613988
98	0.000010	150000	-0.486897	-676.100885
99	0.000000	150000	-0.144724	-676.245610
Log marginal likelihood:	-676.245610
