Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.398298	-15.398298
1	0.950747	150000	-15.266605	-30.664903
2	0.926679	150000	-15.054941	-45.719844
3	0.902980	150000	-14.614781	-60.334626
4	0.879648	150000	-14.459201	-74.793826
5	0.856682	150000	-14.313063	-89.106890
6	0.834079	150000	-14.075217	-103.182107
7	0.811838	150000	-13.871299	-117.053405
8	0.789957	150000	-13.443100	-130.496505
9	0.768433	150000	-13.076209	-143.572715
10	0.747266	150000	-12.803792	-156.376507
11	0.726452	150000	-12.674442	-169.050949
12	0.705989	150000	-12.547257	-181.598206
13	0.685877	150000	-12.369921	-193.968127
14	0.666112	150000	-12.241819	-206.209946
15	0.646693	150000	-12.064497	-218.274442
16	0.627618	150000	-11.771382	-230.045825
17	0.608884	150000	-11.805657	-241.851481
18	0.590490	150000	-11.626377	-253.477858
19	0.572433	150000	-11.375708	-264.853567
20	0.554712	150000	-11.256474	-276.110040
21	0.537324	150000	-10.711411	-286.821452
22	0.520268	150000	-10.327703	-297.149155
23	0.503540	150000	-10.546993	-307.696147
24	0.487139	150000	-10.383598	-318.079745
25	0.471063	150000	-10.252668	-328.332413
26	0.455310	150000	-10.188920	-338.521332
27	0.439877	150000	-9.875815	-348.397147
28	0.424762	150000	-9.523314	-357.920461
29	0.409963	150000	-9.314371	-367.234832
30	0.395478	150000	-9.263586	-376.498419
31	0.381305	150000	-8.969618	-385.468037
32	0.367440	150000	-8.879176	-394.347213
33	0.353883	150000	-8.594848	-402.942061
34	0.340630	150000	-8.358323	-411.300384
35	0.327680	150000	-8.225006	-419.525390
36	0.315030	150000	-8.153350	-427.678740
37	0.302677	150000	-7.956659	-435.635400
38	0.290619	150000	-7.668379	-443.303779
39	0.278855	150000	-7.600197	-450.903976
40	0.267381	150000	-7.241781	-458.145757
41	0.256195	150000	-7.360796	-465.506552
42	0.245294	150000	-7.264945	-472.771497
43	0.234677	150000	-6.970838	-479.742335
44	0.224340	150000	-6.799143	-486.541478
45	0.214281	150000	-6.658614	-493.200092
46	0.204498	150000	-6.652614	-499.852706
47	0.194988	150000	-6.494138	-506.346844
48	0.185749	150000	-6.309431	-512.656275
49	0.176777	150000	-5.924570	-518.580845
50	0.168070	150000	-5.665541	-524.246386
51	0.159626	150000	-5.708610	-529.954996
52	0.151441	150000	-5.607237	-535.562232
53	0.143514	150000	-5.429981	-540.992213
54	0.135841	150000	-5.417307	-546.409520
55	0.128420	150000	-5.404488	-551.814009
56	0.121247	150000	-5.177423	-556.991431
57	0.114320	150000	-4.842513	-561.833944
58	0.107637	150000	-4.687517	-566.521462
59	0.101193	150000	-4.498881	-571.020343
60	0.094986	150000	-4.371340	-575.391683
61	0.089014	150000	-4.654855	-580.046538
62	0.083273	150000	-4.417142	-584.463679
63	0.077760	150000	-3.931040	-588.394719
64	0.072472	150000	-3.717794	-592.112513
65	0.067406	150000	-4.063872	-596.176385
66	0.062558	150000	-3.807807	-599.984192
67	0.057926	150000	-3.746811	-603.731003
68	0.053506	150000	-3.557237	-607.288240
69	0.049295	150000	-3.351594	-610.639835
70	0.045289	150000	-3.334655	-613.974490
71	0.041485	150000	-3.208072	-617.182562
72	0.037880	150000	-2.999929	-620.182491
73	0.034469	150000	-2.823619	-623.006110
74	0.031250	150000	-2.683807	-625.689917
75	0.028218	150000	-2.702408	-628.392325
76	0.025370	150000	-3.319051	-631.711376
77	0.022702	150000	-3.587677	-635.299053
78	0.020209	150000	-3.320214	-638.619267
79	0.017889	150000	-3.249492	-641.868758
80	0.015736	150000	-3.143311	-645.012069
81	0.013746	150000	-2.955554	-647.967623
82	0.011916	150000	-2.703696	-650.671319
83	0.010240	150000	-2.509826	-653.181144
84	0.008714	150000	-2.274938	-655.456082
85	0.007334	150000	-2.123036	-657.579118
86	0.006093	150000	-1.955498	-659.534616
87	0.004988	150000	-1.745849	-661.280465
88	0.004013	150000	-1.606788	-662.887254
89	0.003162	150000	-1.424099	-664.311353
90	0.002430	150000	-1.240546	-665.551899
91	0.001810	150000	-1.104434	-666.656333
92	0.001296	150000	-0.949263	-667.605596
93	0.000882	150000	-0.791557	-668.397153
94	0.000559	150000	-0.640438	-669.037591
95	0.000320	150000	-0.485735	-669.523326
96	0.000156	150000	-0.394782	-669.918108
97	0.000057	150000	-0.430438	-670.348546
98	0.000010	150000	-0.437222	-670.785768
99	0.000000	150000	-0.137804	-670.923572
Log marginal likelihood:	-670.923572
