Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-14.985251	-14.985251
1	0.950747	150000	-14.656924	-29.642176
2	0.926679	150000	-14.447182	-44.089357
3	0.902980	150000	-14.272414	-58.361772
4	0.879648	150000	-13.948749	-72.310521
5	0.856682	150000	-13.752826	-86.063347
6	0.834079	150000	-13.668789	-99.732136
7	0.811838	150000	-13.362990	-113.095126
8	0.789957	150000	-13.200820	-126.295946
9	0.768433	150000	-12.999760	-139.295706
10	0.747266	150000	-12.792438	-152.088144
11	0.726452	150000	-12.520821	-164.608965
12	0.705989	150000	-12.400503	-177.009468
13	0.685877	150000	-12.479106	-189.488574
14	0.666112	150000	-12.331121	-201.819695
15	0.646693	150000	-12.029864	-213.849559
16	0.627618	150000	-11.632596	-225.482155
17	0.608884	150000	-11.292318	-236.774472
18	0.590490	150000	-11.118744	-247.893217
19	0.572433	150000	-10.977836	-258.871053
20	0.554712	150000	-10.819050	-269.690103
21	0.537324	150000	-10.632667	-280.322769
22	0.520268	150000	-10.750033	-291.072802
23	0.503540	150000	-10.503650	-301.576452
24	0.487139	150000	-10.287193	-311.863645
25	0.471063	150000	-10.114378	-321.978023
26	0.455310	150000	-9.753527	-331.731550
27	0.439877	150000	-9.716194	-341.447744
28	0.424762	150000	-9.530915	-350.978658
29	0.409963	150000	-9.334173	-360.312832
30	0.395478	150000	-9.091154	-369.403985
31	0.381305	150000	-8.951137	-378.355122
32	0.367440	150000	-8.781075	-387.136197
33	0.353883	150000	-8.588886	-395.725083
34	0.340630	150000	-8.392153	-404.117235
35	0.327680	150000	-8.283534	-412.400770
36	0.315030	150000	-8.055196	-420.455965
37	0.302677	150000	-7.868335	-428.324301
38	0.290619	150000	-7.724380	-436.048681
39	0.278855	150000	-7.574723	-443.623404
40	0.267381	150000	-7.332764	-450.956167
41	0.256195	150000	-7.244230	-458.200397
42	0.245294	150000	-7.049422	-465.249819
43	0.234677	150000	-6.832996	-472.082814
44	0.224340	150000	-6.679334	-478.762148
45	0.214281	150000	-6.487462	-485.249611
46	0.204498	150000	-6.368045	-491.617656
47	0.194988	150000	-6.175742	-497.793397
48	0.185749	150000	-6.031588	-503.824985
49	0.176777	150000	-6.059082	-509.884067
50	0.168070	150000	-5.934486	-515.818554
51	0.159626	150000	-5.561846	-521.380400
52	0.151441	150000	-5.389415	-526.769814
53	0.143514	150000	-5.236365	-532.006179
54	0.135841	150000	-5.122806	-537.128985
55	0.128420	150000	-4.954802	-542.083787
56	0.121247	150000	-4.969781	-547.053568
57	0.114320	150000	-4.815725	-551.869293
58	0.107637	150000	-4.648417	-556.517710
59	0.101193	150000	-4.554627	-561.072337
60	0.094986	150000	-4.411493	-565.483830
61	0.089014	150000	-4.175858	-569.659688
62	0.083273	150000	-4.086792	-573.746480
63	0.077760	150000	-4.226133	-577.972613
64	0.072472	150000	-4.034527	-582.007141
65	0.067406	150000	-3.974720	-585.981861
66	0.062558	150000	-3.803516	-589.785377
67	0.057926	150000	-3.690453	-593.475830
68	0.053506	150000	-3.516901	-596.992731
69	0.049295	150000	-3.344868	-600.337599
70	0.045289	150000	-3.247319	-603.584918
71	0.041485	150000	-3.064367	-606.649285
72	0.037880	150000	-2.933744	-609.583029
73	0.034469	150000	-2.765460	-612.348490
74	0.031250	150000	-2.685670	-615.034160
75	0.028218	150000	-2.580024	-617.614184
76	0.025370	150000	-2.492264	-620.106448
77	0.022702	150000	-2.352926	-622.459374
78	0.020209	150000	-2.261131	-624.720506
79	0.017889	150000	-2.073689	-626.794194
80	0.015736	150000	-1.960524	-628.754718
81	0.013746	150000	-1.906453	-630.661171
82	0.011916	150000	-1.796921	-632.458092
83	0.010240	150000	-1.668081	-634.126173
84	0.008714	150000	-1.696189	-635.822362
85	0.007334	150000	-1.574391	-637.396753
86	0.006093	150000	-1.521713	-638.918466
87	0.004988	150000	-1.388578	-640.307044
88	0.004013	150000	-1.320648	-641.627692
89	0.003162	150000	-1.265242	-642.892934
90	0.002430	150000	-1.080992	-643.973926
91	0.001810	150000	-0.971784	-644.945709
92	0.001296	150000	-0.864696	-645.810406
93	0.000882	150000	-0.714731	-646.525137
94	0.000559	150000	-0.609457	-647.134594
95	0.000320	150000	-0.459386	-647.593980
96	0.000156	150000	-0.331566	-647.925546
97	0.000057	150000	-0.212697	-648.138243
98	0.000010	150000	-0.099385	-648.237628
99	0.000000	150000	-0.023013	-648.260641
Log marginal likelihood:	-648.260641
