Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-16.608271	-16.608271
1	0.950747	7500	-16.435171	-33.043442
2	0.926679	7500	-16.171320	-49.214762
3	0.902980	7500	-15.919195	-65.133957
4	0.879648	7500	-15.700569	-80.834526
5	0.856682	7500	-15.431257	-96.265783
6	0.834079	7500	-15.248886	-111.514669
7	0.811838	7500	-15.172043	-126.686712
8	0.789957	7500	-14.917816	-141.604528
9	0.768433	7500	-14.707586	-156.312114
10	0.747266	7500	-14.376429	-170.688543
11	0.726452	7500	-14.158815	-184.847358
12	0.705989	7500	-13.933185	-198.780543
13	0.685877	7500	-13.701309	-212.481852
14	0.666112	7500	-13.464614	-225.946466
15	0.646693	7500	-13.410953	-239.357419
16	0.627618	7500	-13.126574	-252.483992
17	0.608884	7500	-12.949529	-265.433522
18	0.590490	7500	-12.599622	-278.033144
19	0.572433	7500	-12.522878	-290.556022
20	0.554712	7500	-12.311156	-302.867179
21	0.537324	7500	-12.065900	-314.933079
22	0.520268	7500	-11.829948	-326.763027
23	0.503540	7500	-10.953485	-337.716511
24	0.487139	7500	-10.723581	-348.440093
25	0.471063	7500	-10.485822	-358.925915
26	0.455310	7500	-10.209184	-369.135098
27	0.439877	7500	-9.950669	-379.085767
28	0.424762	7500	-9.783133	-388.868900
29	0.409963	7500	-9.583394	-398.452294
30	0.395478	7500	-9.370667	-407.822961
31	0.381305	7500	-9.256119	-417.079080
32	0.367440	7500	-9.014043	-426.093124
33	0.353883	7500	-8.822729	-434.915853
34	0.340630	7500	-8.652141	-443.567994
35	0.327680	7500	-8.362340	-451.930334
36	0.315030	7500	-8.184912	-460.115246
37	0.302677	7500	-8.080948	-468.196194
38	0.290619	7500	-7.911779	-476.107973
39	0.278855	7500	-7.774359	-483.882331
40	0.267381	7500	-7.614625	-491.496956
41	0.256195	7500	-7.479126	-498.976082
42	0.245294	7500	-7.172524	-506.148606
43	0.234677	7500	-7.157841	-513.306448
44	0.224340	7500	-6.968024	-520.274471
45	0.214281	7500	-6.808520	-527.082992
46	0.204498	7500	-6.651941	-533.734932
47	0.194988	7500	-6.473360	-540.208292
48	0.185749	7500	-6.331482	-546.539774
49	0.176777	7500	-6.046577	-552.586351
50	0.168070	7500	-5.903114	-558.489465
51	0.159626	7500	-5.699922	-564.189387
52	0.151441	7500	-5.575355	-569.764742
53	0.143514	7500	-5.385012	-575.149754
54	0.135841	7500	-5.333839	-580.483593
55	0.128420	7500	-5.112549	-585.596142
56	0.121247	7500	-5.453146	-591.049289
57	0.114320	7500	-5.296676	-596.345965
58	0.107637	7500	-5.110175	-601.456140
59	0.101193	7500	-5.037765	-606.493905
60	0.094986	7500	-4.809096	-611.303001
61	0.089014	7500	-4.602655	-615.905656
62	0.083273	7500	-4.436523	-620.342179
63	0.077760	7500	-4.401316	-624.743495
64	0.072472	7500	-4.295640	-629.039135
65	0.067406	7500	-4.055671	-633.094805
66	0.062558	7500	-3.910476	-637.005281
67	0.057926	7500	-3.857938	-640.863219
68	0.053506	7500	-3.530029	-644.393248
69	0.049295	7500	-3.401479	-647.794726
70	0.045289	7500	-3.250892	-651.045618
71	0.041485	7500	-3.140393	-654.186012
72	0.037880	7500	-3.059749	-657.245761
73	0.034469	7500	-2.819055	-660.064816
74	0.031250	7500	-2.810791	-662.875607
75	0.028218	7500	-2.693930	-665.569537
76	0.025370	7500	-2.701335	-668.270871
77	0.022702	7500	-2.306183	-670.577054
78	0.020209	7500	-2.184382	-672.761436
79	0.017889	7500	-2.076666	-674.838101
80	0.015736	7500	-1.976949	-676.815051
81	0.013746	7500	-2.057009	-678.872059
82	0.011916	7500	-1.895808	-680.767867
83	0.010240	7500	-1.709554	-682.477421
84	0.008714	7500	-1.551638	-684.029059
85	0.007334	7500	-1.573066	-685.602125
86	0.006093	7500	-1.538384	-687.140509
87	0.004988	7500	-1.228390	-688.368899
88	0.004013	7500	-1.350502	-689.719401
89	0.003162	7500	-1.344298	-691.063699
90	0.002430	7500	-1.210101	-692.273800
91	0.001810	7500	-1.084836	-693.358636
92	0.001296	7500	-0.879869	-694.238505
93	0.000882	7500	-1.021620	-695.260126
94	0.000559	7500	-0.731637	-695.991763
95	0.000320	7500	-0.628203	-696.619965
96	0.000156	7500	-0.404721	-697.024686
97	0.000057	7500	-0.200881	-697.225568
98	0.000010	7500	-0.142914	-697.368481
99	0.000000	7500	-0.034787	-697.403268
Log marginal likelihood:	-697.403268
