Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.800029	-15.800029
1	0.950747	7500	-15.594986	-31.395015
2	0.926679	7500	-15.341127	-46.736142
3	0.902980	7500	-15.141441	-61.877583
4	0.879648	7500	-14.880852	-76.758435
5	0.856682	7500	-14.649916	-91.408352
6	0.834079	7500	-14.420592	-105.828944
7	0.811838	7500	-14.184453	-120.013396
8	0.789957	7500	-13.952324	-133.965720
9	0.768433	7500	-13.740100	-147.705820
10	0.747266	7500	-13.504429	-161.210249
11	0.726452	7500	-13.287227	-174.497476
12	0.705989	7500	-13.051407	-187.548883
13	0.685877	7500	-12.847943	-200.396826
14	0.666112	7500	-12.604678	-213.001504
15	0.646693	7500	-12.421863	-225.423366
16	0.627618	7500	-12.176124	-237.599490
17	0.608884	7500	-11.954292	-249.553782
18	0.590490	7500	-11.750409	-261.304191
19	0.572433	7500	-11.553466	-272.857657
20	0.554712	7500	-11.364850	-284.222507
21	0.537324	7500	-11.177280	-295.399787
22	0.520268	7500	-10.975231	-306.375018
23	0.503540	7500	-10.754631	-317.129649
24	0.487139	7500	-10.505987	-327.635636
25	0.471063	7500	-10.367578	-338.003214
26	0.455310	7500	-10.158961	-348.162175
27	0.439877	7500	-9.991521	-358.153696
28	0.424762	7500	-9.712713	-367.866409
29	0.409963	7500	-9.507979	-377.374388
30	0.395478	7500	-9.340310	-386.714699
31	0.381305	7500	-9.089600	-395.804299
32	0.367440	7500	-8.880386	-404.684685
33	0.353883	7500	-8.965286	-413.649971
34	0.340630	7500	-8.856965	-422.506936
35	0.327680	7500	-8.767814	-431.274749
36	0.315030	7500	-8.339370	-439.614119
37	0.302677	7500	-8.076152	-447.690271
38	0.290619	7500	-7.840107	-455.530378
39	0.278855	7500	-7.653965	-463.184343
40	0.267381	7500	-7.460904	-470.645247
41	0.256195	7500	-7.528910	-478.174157
42	0.245294	7500	-7.246622	-485.420779
43	0.234677	7500	-7.115795	-492.536574
44	0.224340	7500	-7.050859	-499.587433
45	0.214281	7500	-6.831745	-506.419178
46	0.204498	7500	-6.749621	-513.168800
47	0.194988	7500	-6.582030	-519.750830
48	0.185749	7500	-6.781089	-526.531919
49	0.176777	7500	-6.791656	-533.323575
50	0.168070	7500	-6.730007	-540.053582
51	0.159626	7500	-6.530575	-546.584157
52	0.151441	7500	-6.183822	-552.767979
53	0.143514	7500	-6.220057	-558.988036
54	0.135841	7500	-5.686479	-564.674514
55	0.128420	7500	-5.859607	-570.534122
56	0.121247	7500	-5.731137	-576.265259
57	0.114320	7500	-5.449827	-581.715086
58	0.107637	7500	-5.208940	-586.924026
59	0.101193	7500	-5.256893	-592.180920
60	0.094986	7500	-4.934144	-597.115063
61	0.089014	7500	-4.662127	-601.777191
62	0.083273	7500	-4.582615	-606.359806
63	0.077760	7500	-4.222646	-610.582452
64	0.072472	7500	-4.069002	-614.651454
65	0.067406	7500	-4.137645	-618.789099
66	0.062558	7500	-4.095046	-622.884144
67	0.057926	7500	-3.947953	-626.832098
68	0.053506	7500	-3.590191	-630.422289
69	0.049295	7500	-3.492925	-633.915213
70	0.045289	7500	-3.254389	-637.169602
71	0.041485	7500	-3.217236	-640.386839
72	0.037880	7500	-3.164509	-643.551348
73	0.034469	7500	-2.869864	-646.421212
74	0.031250	7500	-2.828722	-649.249933
75	0.028218	7500	-2.638509	-651.888443
76	0.025370	7500	-2.546025	-654.434468
77	0.022702	7500	-2.347885	-656.782353
78	0.020209	7500	-2.226926	-659.009279
79	0.017889	7500	-2.124357	-661.133636
80	0.015736	7500	-2.028123	-663.161759
81	0.013746	7500	-1.874546	-665.036304
82	0.011916	7500	-1.846248	-666.882553
83	0.010240	7500	-1.762559	-668.645111
84	0.008714	7500	-1.574509	-670.219620
85	0.007334	7500	-1.456454	-671.676073
86	0.006093	7500	-1.660003	-673.336077
87	0.004988	7500	-1.222237	-674.558314
88	0.004013	7500	-1.228445	-675.786759
89	0.003162	7500	-1.352319	-677.139078
90	0.002430	7500	-1.280592	-678.419670
91	0.001810	7500	-1.120100	-679.539771
92	0.001296	7500	-0.841324	-680.381095
93	0.000882	7500	-0.815266	-681.196361
94	0.000559	7500	-0.841157	-682.037518
95	0.000320	7500	-0.514831	-682.552349
