Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-15.762130	-15.762130
1	0.950747	7500	-15.510623	-31.272753
2	0.926679	7500	-15.240980	-46.513733
3	0.902980	7500	-15.002043	-61.515776
4	0.879648	7500	-14.764917	-76.280693
5	0.856682	7500	-14.523822	-90.804515
6	0.834079	7500	-14.292455	-105.096970
7	0.811838	7500	-14.075151	-119.172121
8	0.789957	7500	-13.853337	-133.025457
9	0.768433	7500	-13.635765	-146.661222
10	0.747266	7500	-13.383414	-160.044636
11	0.726452	7500	-13.200074	-173.244709
12	0.705989	7500	-12.950994	-186.195703
13	0.685877	7500	-12.732364	-198.928067
14	0.666112	7500	-12.533451	-211.461518
15	0.646693	7500	-12.385223	-223.846740
16	0.627618	7500	-12.100243	-235.946983
17	0.608884	7500	-11.871391	-247.818374
18	0.590490	7500	-11.722556	-259.540930
19	0.572433	7500	-11.481222	-271.022152
20	0.554712	7500	-11.299796	-282.321949
21	0.537324	7500	-11.075543	-293.397492
22	0.520268	7500	-10.864804	-304.262296
23	0.503540	7500	-10.704238	-314.966534
24	0.487139	7500	-10.537223	-325.503757
25	0.471063	7500	-10.238401	-335.742158
26	0.455310	7500	-10.248353	-345.990512
27	0.439877	7500	-9.894674	-355.885185
28	0.424762	7500	-9.638109	-365.523295
29	0.409963	7500	-9.503094	-375.026389
30	0.395478	7500	-9.320166	-384.346555
31	0.381305	7500	-9.179282	-393.525837
32	0.367440	7500	-8.980584	-402.506421
33	0.353883	7500	-8.771726	-411.278147
34	0.340630	7500	-8.497676	-419.775823
35	0.327680	7500	-8.363861	-428.139684
36	0.315030	7500	-8.221475	-436.361159
37	0.302677	7500	-8.033969	-444.395128
38	0.290619	7500	-8.082127	-452.477255
39	0.278855	7500	-8.025262	-460.502517
40	0.267381	7500	-7.889729	-468.392246
41	0.256195	7500	-7.634944	-476.027189
42	0.245294	7500	-7.266495	-483.293684
43	0.234677	7500	-7.126792	-490.420476
44	0.224340	7500	-6.854810	-497.275286
45	0.214281	7500	-6.761771	-504.037058
46	0.204498	7500	-6.569133	-510.606190
47	0.194988	7500	-6.383918	-516.990109
48	0.185749	7500	-6.325824	-523.315933
49	0.176777	7500	-6.256084	-529.572017
50	0.168070	7500	-6.145700	-535.717718
51	0.159626	7500	-5.816564	-541.534282
52	0.151441	7500	-5.772885	-547.307167
53	0.143514	7500	-5.688030	-552.995197
54	0.135841	7500	-5.406029	-558.401226
55	0.128420	7500	-5.317971	-563.719197
56	0.121247	7500	-5.128683	-568.847879
57	0.114320	7500	-4.933334	-573.781214
58	0.107637	7500	-4.734781	-578.515994
59	0.101193	7500	-4.611056	-583.127051
60	0.094986	7500	-4.584340	-587.711390
61	0.089014	7500	-4.406961	-592.118351
62	0.083273	7500	-4.156699	-596.275050
63	0.077760	7500	-3.930468	-600.205518
64	0.072472	7500	-4.021274	-604.226792
65	0.067406	7500	-3.817891	-608.044683
66	0.062558	7500	-3.868801	-611.913483
67	0.057926	7500	-3.715689	-615.629172
68	0.053506	7500	-3.638421	-619.267592
69	0.049295	7500	-3.462653	-622.730246
70	0.045289	7500	-3.320779	-626.051025
71	0.041485	7500	-3.287234	-629.338258
72	0.037880	7500	-3.001030	-632.339288
73	0.034469	7500	-2.814891	-635.154179
74	0.031250	7500	-2.725395	-637.879574
75	0.028218	7500	-2.620779	-640.500353
76	0.025370	7500	-2.574119	-643.074473
77	0.022702	7500	-2.384542	-645.459015
78	0.020209	7500	-2.285068	-647.744083
79	0.017889	7500	-2.133136	-649.877218
80	0.015736	7500	-2.008344	-651.885563
81	0.013746	7500	-1.921697	-653.807259
82	0.011916	7500	-1.786537	-655.593797
83	0.010240	7500	-1.851368	-657.445165
84	0.008714	7500	-1.602871	-659.048036
85	0.007334	7500	-1.621477	-660.669513
86	0.006093	7500	-1.564010	-662.233523
87	0.004988	7500	-1.590856	-663.824379
88	0.004013	7500	-1.408314	-665.232694
89	0.003162	7500	-1.347891	-666.580584
90	0.002430	7500	-1.289905	-667.870489
91	0.001810	7500	-1.330827	-669.201316
92	0.001296	7500	-0.926911	-670.128226
93	0.000882	7500	-0.972293	-671.100519
94	0.000559	7500	-0.818373	-671.918892
95	0.000320	7500	-0.591367	-672.510259
96	0.000156	7500	-0.440647	-672.950906
97	0.000057	7500	-0.242479	-673.193385
98	0.000010	7500	-0.122625	-673.316010
99	0.000000	7500	-0.024498	-673.340508
Log marginal likelihood:	-673.340508
