Steppingstone sampler:
        No Stones:                  100
        Start It:                   1000001
        It Per Stone:               200000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	150000	-15.216802	-15.216802
1	0.950747	150000	-15.052406	-30.269208
2	0.926679	150000	-14.776573	-45.045782
3	0.902980	150000	-14.438576	-59.484358
4	0.879648	150000	-14.236687	-73.721045
5	0.856682	150000	-14.156543	-87.877588
6	0.834079	150000	-13.895848	-101.773436
7	0.811838	150000	-13.743340	-115.516777
8	0.789957	150000	-13.502173	-129.018950
9	0.768433	150000	-13.391398	-142.410348
10	0.747266	150000	-13.092770	-155.503118
11	0.726452	150000	-12.944138	-168.447256
12	0.705989	150000	-12.695253	-181.142509
13	0.685877	150000	-12.421518	-193.564027
14	0.666112	150000	-12.337157	-205.901184
15	0.646693	150000	-12.329644	-218.230828
16	0.627618	150000	-11.994270	-230.225098
17	0.608884	150000	-11.716475	-241.941573
18	0.590490	150000	-11.503518	-253.445091
19	0.572433	150000	-11.270776	-264.715867
20	0.554712	150000	-11.143373	-275.859240
21	0.537324	150000	-11.001585	-286.860825
22	0.520268	150000	-10.665191	-297.526017
23	0.503540	150000	-10.462076	-307.988092
24	0.487139	150000	-10.343612	-318.331704
25	0.471063	150000	-10.121761	-328.453465
26	0.455310	150000	-10.074702	-338.528167
27	0.439877	150000	-9.736004	-348.264171
28	0.424762	150000	-9.549834	-357.814005
29	0.409963	150000	-9.350234	-367.164239
30	0.395478	150000	-9.226687	-376.390925
31	0.381305	150000	-9.006489	-385.397414
32	0.367440	150000	-9.027904	-394.425318
33	0.353883	150000	-8.843909	-403.269226
34	0.340630	150000	-8.677043	-411.946270
35	0.327680	150000	-8.394081	-420.340350
36	0.315030	150000	-8.495924	-428.836274
37	0.302677	150000	-8.266422	-437.102696
38	0.290619	150000	-7.881643	-444.984339
39	0.278855	150000	-7.718660	-452.702999
40	0.267381	150000	-7.734873	-460.437872
41	0.256195	150000	-7.550417	-467.988289
42	0.245294	150000	-7.312745	-475.301034
43	0.234677	150000	-7.083023	-482.384057
44	0.224340	150000	-6.933904	-489.317961
45	0.214281	150000	-6.745087	-496.063048
46	0.204498	150000	-6.724230	-502.787278
47	0.194988	150000	-6.507085	-509.294363
48	0.185749	150000	-6.326250	-515.620613
49	0.176777	150000	-6.224661	-521.845274
50	0.168070	150000	-6.012136	-527.857410
51	0.159626	150000	-6.107573	-533.964983
52	0.151441	150000	-5.973439	-539.938422
53	0.143514	150000	-5.671421	-545.609842
54	0.135841	150000	-5.799522	-551.409364
55	0.128420	150000	-5.535773	-556.945137
56	0.121247	150000	-5.361052	-562.306189
57	0.114320	150000	-5.162459	-567.468648
58	0.107637	150000	-5.078030	-572.546678
59	0.101193	150000	-4.940357	-577.487035
60	0.094986	150000	-4.544830	-582.031864
61	0.089014	150000	-4.607835	-586.639699
62	0.083273	150000	-4.403145	-591.042844
63	0.077760	150000	-4.253412	-595.296256
64	0.072472	150000	-4.045359	-599.341615
65	0.067406	150000	-4.015500	-603.357115
66	0.062558	150000	-3.954628	-607.311743
67	0.057926	150000	-3.649543	-610.961286
68	0.053506	150000	-3.549500	-614.510786
69	0.049295	150000	-3.358695	-617.869481
70	0.045289	150000	-3.252906	-621.122387
71	0.041485	150000	-3.192268	-624.314655
72	0.037880	150000	-2.954921	-627.269576
73	0.034469	150000	-2.813065	-630.082640
74	0.031250	150000	-2.604419	-632.687059
75	0.028218	150000	-2.502597	-635.189655
76	0.025370	150000	-2.381136	-637.570791
77	0.022702	150000	-2.245219	-639.816010
78	0.020209	150000	-2.111207	-641.927218
79	0.017889	150000	-1.994099	-643.921317
80	0.015736	150000	-1.925097	-645.846414
81	0.013746	150000	-1.789644	-647.636058
82	0.011916	150000	-1.630672	-649.266731
83	0.010240	150000	-1.573642	-650.840372
84	0.008714	150000	-1.413734	-652.254106
85	0.007334	150000	-1.389381	-653.643487
86	0.006093	150000	-1.226963	-654.870450
87	0.004988	150000	-1.215179	-656.085629
88	0.004013	150000	-1.154984	-657.240613
89	0.003162	150000	-1.132280	-658.372893
90	0.002430	150000	-1.061776	-659.434669
91	0.001810	150000	-0.917524	-660.352193
92	0.001296	150000	-0.787507	-661.139699
93	0.000882	150000	-0.671159	-661.810858
94	0.000559	150000	-0.543618	-662.354476
95	0.000320	150000	-0.373427	-662.727902
96	0.000156	150000	-0.320551	-663.048453
97	0.000057	150000	-0.158328	-663.206782
98	0.000010	150000	-0.082592	-663.289373
99	0.000000	150000	-0.017681	-663.307055
Log marginal likelihood:	-663.307055
